Subject,Interval,Date/Time,Light/Dark,Volume O2,O2 In,O2 Out,Delta O2,Accumulated O2,Volume CO2,CO2 In,CO2 Out,Delta CO2,Accumulated CO2,RER,Heat,Flow,Feed Weight 1,Feed Acc. 1,X Total,X Ambulatory,Y Total,Y Ambulatory,Wheel,Wheel Accumulated,Event Log,
1106,23,9/16/2014 2:43:41 AM,Dark,3994.38,20.85163,20.56283,0.2887957,1.181175,3759.729,0.04083081,0.3160385,0.2752077,1.131568,0.9412546,0.4353637,0.4988823,-0.3524119,-1.142603,406,61,411,148,0,0,,
1106,24,9/16/2014 3:08:41 AM,Dark,3590.525,20.85163,20.58835,0.2632725,1.215791,3617.307,0.04090587,0.3057308,0.2648249,1.165239,1.007459,0.3977624,0.4987884,-0.3004761,-1.443079,198,72,50,23,0,0,,
1106,25,9/16/2014 3:34:41 AM,Dark,5536.916,20.85163,20.44357,0.4080538,1.25915,5499.46,0.04146879,0.4473376,0.4058688,1.208547,0.9932355,0.6112598,0.4947967,0.047521,-1.395558,1324,447,1381,633,0,0,,
1106,26,9/16/2014 3:59:41 AM,Dark,4523.811,20.85163,20.52032,0.3313026,1.305058,4411.832,0.04109351,0.3658762,0.3247827,1.253771,0.9752467,0.4972193,0.4960458,-0.5958049,-1.991363,1501,514,455,210,0,0,,
1106,27,9/16/2014 4:25:41 AM,Dark,4982.31,20.85163,20.48408,0.3675467,1.350192,4914.657,0.04146879,0.4050558,0.363587,1.298053,0.9864214,0.5491165,0.4936038,-1.161708,-3.15307,713,241,923,514,0,0,,
1106,28,9/16/2014 4:50:41 AM,Dark,3628.045,20.85163,20.58614,0.2654873,1.389474,3633.137,0.04103097,0.3068149,0.2657839,1.337051,1.001404,0.4013258,0.4991648,-0.7069497,-3.86002,655,106,238,147,0,0,,
1106,29,9/16/2014 5:16:41 AM,Dark,5507.476,20.85163,20.44836,0.4032663,1.43287,5378.108,0.04065568,0.4363919,0.3957362,1.379856,0.9765105,0.6055234,0.4962713,-0.2106628,-4.070683,798,386,1372,732,0,0,,
1106,30,9/16/2014 5:41:41 AM,Dark,4964.211,20.85163,20.48474,0.3668842,1.480661,5062.251,0.04103097,0.4136247,0.3725937,1.427507,1.019749,0.5515878,0.4961304,-0.2300315,-4.300714,2350,1040,1246,641,0,0,,
1106,31,9/16/2014 6:07:41 AM,Dark,4124.021,20.85163,20.54846,0.3031631,1.523792,4167.181,0.0401553,0.3458235,0.3056682,1.471307,1.010466,0.4571983,0.4978304,-0.806529,-5.107244,1126,535,439,225,0,0,,
1106,32,9/16/2014 6:32:41 AM,Dark,4342.548,20.85163,20.53473,0.3168979,1.562441,4212.753,0.04128115,0.3506396,0.3093585,1.509558,0.970111,0.4766944,0.4972796,-0.4213552,-5.528599,1669,682,625,267,0,0,,
1106,33,9/16/2014 6:58:41 AM,Dark,3712.073,20.85163,20.58112,0.2705071,1.600668,3552.024,0.04093089,0.302128,0.2611971,1.546409,0.9568843,0.40616,0.4966,-0.5391998,-6.067799,137,11,80,0,0,0,,
1106,34,9/16/2014 7:23:41 AM,Light,5131.513,20.85163,20.48314,0.3684863,1.641057,4759.21,0.04065568,0.3876676,0.347012,1.584365,0.9274479,0.5573919,0.5008359,-0.1274009,-6.195199,811,350,351,178,0,0,,
1106,35,9/16/2014 7:49:41 AM,Light,5492.118,20.85163,20.45393,0.3976971,1.691495,5199.981,0.04084332,0.4216182,0.3807749,1.631649,0.946808,0.5994315,0.4986945,0.4446721,-5.750527,3162,1601,1262,581,0,0,,
1106,36,9/16/2014 8:14:41 AM,Light,4182.343,20.85163,20.55026,0.3013635,1.735635,3926.5,0.04209427,0.3286856,0.2865913,1.673288,0.938828,0.4555765,0.5003175,0.4600062,-5.290521,736,210,108,41,0,0,9/16/2014 8:26:30 AM - checked food and water,
1106,37,9/16/2014 8:40:41 AM,Light,5294.563,20.85163,20.47147,0.3801529,1.78064,4920.384,0.045722,0.4043052,0.3585832,1.715301,0.9293277,0.5753713,0.5010895,-0.1671205,-5.457642,1385,756,824,394,0,0,,
1106,38,9/16/2014 9:05:41 AM,Light,4408.915,20.85163,20.53272,0.3189064,1.824919,4067.061,0.04563444,0.3446601,0.2990257,1.756312,0.922463,0.4783091,0.4966837,-0.1446028,-5.602244,1970,841,1112,580,0,0,,
1106,39,9/16/2014 9:31:41 AM,Light,3886.958,20.85163,20.57559,0.2760403,1.864293,3407.146,0.0445336,0.2929086,0.248375,1.791783,0.8765586,0.4168673,0.500958,0.354929,-5.247315,42,19,1,0,0,0,,
1106,40,9/16/2014 9:56:41 AM,Light,3975.151,20.85163,20.56681,0.2848149,1.900181,3493.252,0.04378304,0.3005769,0.2567938,1.823282,0.8787722,0.4265633,0.4967784,0.8062034,-4.441112,259,44,1,0,0,0,,
1106,41,9/16/2014 10:22:41 AM,Light,5290.991,20.85163,20.46972,0.3819104,1.944189,4791.475,0.04338274,0.396199,0.3528163,1.862631,0.9055912,0.5715931,0.4959425,0.4465227,-3.994589,1794,715,1499,748,0,0,,
1106,42,9/16/2014 10:47:41 AM,Light,3874.952,20.85163,20.57038,0.2812429,1.986006,3624.027,0.0435954,0.3102342,0.2666388,1.901026,0.9352443,0.4217181,0.4963321,0.04141212,-3.953177,683,179,334,180,0,0,,
1106,43,9/16/2014 11:13:41 AM,Light,3816.951,20.85163,20.57551,0.2761149,2.02252,3595.687,0.04378304,0.3070818,0.2632987,1.935299,0.9420311,0.416105,0.498696,-0.8731892,-4.826366,100,25,0,0,0,0,,
1106,44,9/16/2014 11:38:41 AM,Light,4025.353,20.85163,20.56548,0.2861522,2.05832,3527.574,0.04415832,0.3015776,0.2574193,1.967813,0.8763391,0.431686,0.5004414,-0.1585903,-4.984957,513,59,0,0,0,0,,
1106,45,9/16/2014 12:04:41 PM,Light,4466.976,20.85163,20.53242,0.3192121,2.098642,3819.353,0.04543429,0.3268967,0.2814624,2.002694,0.8550199,0.4764758,0.4955574,-0.5579739,-5.542931,238,59,145,88,0,0,,
1106,46,9/16/2014 12:29:41 PM,Light,5509.784,20.85163,20.45399,0.3976337,2.144197,5132.928,0.04513406,0.4209427,0.3758087,2.043578,0.9316025,0.5990981,0.4987741,-0.05001307,-5.592944,2215,1051,2027,1160,0,0,,
1106,47,9/16/2014 12:55:41 PM,Light,3811.188,20.85163,20.57486,0.2767649,2.18842,3532.49,0.04515908,0.3056682,0.2605091,2.084689,0.9268737,0.4139174,0.4951817,0.1794181,-5.413526,863,294,264,0,0,0,,
1106,48,9/16/2014 1:20:41 PM,Light,4182.479,20.85163,20.55299,0.2986416,2.224913,3690.901,0.04493391,0.3151128,0.2701789,2.117664,0.8824674,0.4492284,0.4988823,-0.5746207,-5.988146,192,97,1,0,0,0,,
1106,49,9/16/2014 1:46:41 PM,Light,4240.24,20.85163,20.54798,0.3036516,2.264898,3914.776,0.04448357,0.3293986,0.2849151,2.153772,0.9232439,0.4600995,0.5017631,0.2133994,-5.774747,693,206,133,0,0,0,,
1106,50,9/16/2014 2:11:41 PM,Light,4086.978,20.85163,20.56128,0.2903506,2.302906,3481.78,0.0434703,0.2987255,0.2552552,2.187528,0.8519202,0.4356009,0.4981392,-0.1642766,-5.939023,186,85,0,0,0,0,,
1106,51,9/16/2014 2:37:41 PM,Light,4010.564,20.85163,20.56624,0.2853829,2.341345,3553.341,0.04258213,0.3016027,0.2590205,2.220926,0.8859953,0.4311454,0.5009768,0.1791792,-5.759844,375,80,10,2,0,0,,
1106,52,9/16/2014 3:02:41 PM,Light,3961.787,20.85163,20.56645,0.2851728,2.377735,3491.773,0.04284483,0.3005769,0.257732,2.253083,0.8813631,0.4254064,0.4947591,0.5475049,-5.212339,126,42,1,0,0,0,,
1106,53,9/16/2014 3:28:41 PM,Light,5127.261,20.85163,20.48489,0.3667413,2.4209,4599.997,0.04284483,0.3790987,0.3362538,2.291513,0.8971645,0.5527388,0.4995773,-0.06885242,-5.281192,1596,530,717,203,0,0,,
1106,54,9/16/2014 3:53:41 PM,Light,4910.309,20.85163,20.49781,0.3538169,2.466714,4549.623,0.04178153,0.3747203,0.3329388,2.333276,0.9265451,0.5332448,0.4990183,0.2250113,-5.05618,1347,526,910,433,0,0,,
1106,55,9/16/2014 4:19:41 PM,Light,3835.192,20.85163,20.57752,0.2741114,2.508214,3464.008,0.04128115,0.2939719,0.2526907,2.371302,0.9032164,0.4140753,0.5006105,-0.2877302,-5.343911,37,6,5,0,0,0,,
1106,56,9/16/2014 4:44:41 PM,Light,3755.058,20.85163,20.58252,0.2691052,2.542859,3331.82,0.04193164,0.2864662,0.2445346,2.40232,0.8872885,0.403809,0.4975716,-0.3658652,-5.709776,141,8,0,0,0,0,,
1106,57,9/16/2014 5:10:41 PM,Light,3640.559,20.85163,20.59133,0.2602934,2.577965,3281.415,0.04234445,0.2819003,0.2395558,2.433713,0.9013492,0.3928778,0.5002254,-0.2152967,-5.925073,125,29,17,0,0,0,,
1106,58,9/16/2014 5:35:41 PM,Light,4928.93,20.85163,20.49776,0.3538716,2.617101,4443.872,0.04128115,0.367027,0.3257458,2.468994,0.9015895,0.5319467,0.498188,0.1735067,-5.751566,1067,385,549,273,0,0,,
1106,59,9/16/2014 6:01:41 PM,Light,4274.268,20.85163,20.54604,0.3055892,2.66078,3934.132,0.04190663,0.327935,0.2860284,2.508758,0.9204224,0.4634662,0.5022808,-0.5037279,-6.255294,1989,704,1554,763,0,0,,
1106,60,9/16/2014 6:26:41 PM,Light,6190.941,20.85163,20.40489,0.4467339,2.708579,5842.754,0.04093089,0.4675529,0.426622,2.553414,0.9437586,0.6751942,0.5001221,-0.08371973,-6.339014,1715,950,2314,1539,0,0,,
1106,61,9/16/2014 6:52:41 PM,Light,6044.185,20.85163,20.41137,0.4402623,2.766659,5745.026,0.0418816,0.4647258,0.4228442,2.608422,0.9505048,0.6602893,0.4961492,0.9984689,-5.340545,3724,1967,2548,1640,0,0,,
1106,62,9/16/2014 7:17:41 PM,Dark,6135.015,20.85163,20.40559,0.4460379,2.822253,5694.077,0.04115606,0.4614483,0.4202922,2.660636,0.9281276,0.6665063,0.4947399,-0.09373951,-5.434284,3206,1849,2683,1702,0,0,,
1106,63,9/16/2014 7:43:41 PM,Dark,5914.831,20.85163,20.41727,0.4343575,2.879452,5766.542,0.04171898,0.4674153,0.4256963,2.715042,0.9749293,0.6500579,0.4946652,-0.4273677,-5.861652,1982,754,1480,594,0,0,,
1106,64,9/16/2014 8:08:41 PM,Dark,6336.486,20.85163,20.39087,0.4607582,2.935381,6021.656,0.04078078,0.4832398,0.442459,2.768854,0.9503148,0.6921889,0.4969851,0.05310059,-5.808551,2873,1410,2557,1301,0,0,,
1106,65,9/16/2014 8:34:41 PM,Dark,5940.89,20.85163,20.41776,0.4338654,2.993657,5722.379,0.04165643,0.4627994,0.4211429,2.824601,0.9632192,0.651044,0.4961867,0.06755066,-5.741001,2369,1220,2147,1148,0,0,,
1106,66,9/16/2014 8:59:41 PM,Dark,6240.208,20.85163,20.39457,0.4570545,3.049263,6052.319,0.04071823,0.4868174,0.4460992,2.878352,0.9698905,0.6849691,0.4954353,0.830246,-4.910755,1562,730,1849,1013,0,0,,
1106,67,9/16/2014 9:25:41 PM,Dark,4717.375,20.85163,20.50647,0.3451604,3.101258,4684.811,0.041081,0.3843526,0.3432716,2.929302,0.9930971,0.5207672,0.4983639,-0.04686451,-4.957619,1741,586,420,222,0,0,,
1106,68,9/16/2014 9:50:41 PM,Dark,4043.154,20.85163,20.5554,0.2962305,3.141236,3978.491,0.0401553,0.332626,0.2924708,2.968836,0.9840069,0.4453456,0.4967409,-0.1920271,-5.149646,83,22,46,0,0,0,,
1106,69,9/16/2014 10:16:41 PM,Dark,6196.209,20.85163,20.39529,0.4563374,3.189876,6100.028,0.04065568,0.4913709,0.4507152,3.016713,0.9844773,0.6825792,0.4942237,0.1295018,-5.020144,2888,1599,3486,2135,0,0,,
1106,70,9/16/2014 10:41:41 PM,Dark,6131.086,20.85163,20.40291,0.4487212,3.246144,5987.348,0.03990511,0.4802625,0.4403574,3.071885,0.9765559,0.6740941,0.4965061,-0.1946521,-5.214797,3138,1819,2920,1736,0,0,,
1106,71,9/16/2014 11:07:41 PM,Dark,5800.667,20.85163,20.42574,0.4258875,3.302781,5645.296,0.04009276,0.4569074,0.4168146,3.127102,0.973215,0.6372425,0.4945836,0.2979436,-4.916853,2686,1243,1224,673,0,0,,
1106,72,9/16/2014 11:32:41 PM,Dark,5814.183,20.85163,20.42449,0.4271353,3.355798,5715.302,0.03947979,0.4608479,0.4213681,3.178959,0.9829931,0.6402619,0.4953038,-0.6657467,-5.5826,1337,516,834,209,0,0,,
1106,73,9/16/2014 11:58:41 PM,Dark,5750.359,20.85163,20.43289,0.4187386,3.410696,5689.914,0.03978002,0.4550309,0.4152509,3.233101,0.9894885,0.6342418,0.5003663,-0.7693176,-6.351917,1476,552,784,318,0,0,,
1106,74,9/17/2014 12:23:41 AM,Dark,4576.117,20.85163,20.51669,0.3349379,3.457814,4620.321,0.039092,0.3765842,0.3374922,3.280147,1.00966,0.5072192,0.499917,0.143651,-6.208266,685,115,90,26,0,0,,
1106,75,9/17/2014 12:49:41 AM,Dark,5469.613,20.85163,20.45605,0.3955718,3.505517,5184.798,0.03971747,0.4188161,0.3790987,3.326702,0.9479278,0.5971406,0.4994365,0.0466013,-6.161665,1365,530,649,225,0,0,,
1106,76,9/17/2014 1:14:41 AM,Dark,4096.658,20.85163,20.55427,0.2973577,3.549162,3962.588,0.03934219,0.3289483,0.2896061,3.368438,0.9672732,0.4493885,0.4996525,-0.5782619,-6.739927,51,5,0,0,0,0,,
1106,77,9/17/2014 1:40:41 AM,Dark,4958.12,20.85163,20.49301,0.3586168,3.59216,4608.572,0.03984256,0.3781604,0.3383179,3.409136,0.9294998,0.5388324,0.4974457,0.06815624,-6.671771,1384,562,884,418,0,0,,
1106,78,9/17/2014 2:05:41 AM,Dark,4056.871,20.85163,20.55927,0.2923553,3.633296,3700.626,0.03988009,0.3115476,0.2716675,3.44705,0.9121873,0.4389918,0.4974453,-0.9425039,-7.614275,102,41,1,0,0,0,,
1106,79,9/17/2014 2:31:41 AM,Dark,5531.158,20.85163,20.45395,0.3976797,3.678834,4879.323,0.04048055,0.400152,0.3596715,3.487799,0.8821521,0.5940391,0.4954139,-0.4891305,-8.103405,899,439,991,549,0,0,,
1106,80,9/17/2014 2:56:41 AM,Dark,5835.191,20.85163,20.42976,0.4218656,3.730721,5453.589,0.04028039,0.4400196,0.3997392,3.534973,0.9346033,0.6349534,0.4982061,-0.1782722,-8.281677,1804,742,982,441,0,0,,
1106,81,9/17/2014 3:22:41 AM,Dark,3999.348,20.85163,20.56167,0.2899615,3.77738,3721.116,0.04078078,0.3145499,0.2737691,3.5785,0.9304307,0.4347366,0.4963558,-0.4181204,-8.699798,290,39,7,0,0,0,,
1106,82,9/17/2014 3:47:41 AM,Dark,3744.759,20.85163,20.58232,0.2693078,3.812724,3552.382,0.04033043,0.2985753,0.2582449,3.611698,0.9486277,0.4089017,0.5023293,-1.380069,-10.07987,178,17,0,0,0,0,,
1106,83,9/17/2014 4:13:41 AM,Dark,4281.347,20.85163,20.54262,0.3090107,3.850833,3891.396,0.04033043,0.3266465,0.2863161,3.64704,0.9089188,0.4629044,0.4963276,-0.7856607,-10.86553,856,216,15,9,0,0,,
1106,84,9/17/2014 4:38:41 AM,Dark,4186.285,20.85163,20.55318,0.298449,3.889483,3653.431,0.04065568,0.3082326,0.267577,3.681476,0.8727143,0.4485351,0.4986193,0.07385731,-10.79167,328,42,0,0,0,0,,
1106,85,9/17/2014 5:04:41 AM,Dark,5422.043,20.85163,20.46316,0.3884664,3.935114,4666.865,0.04084332,0.3852283,0.344385,3.720989,0.8607208,0.5791837,0.4948812,0.01628685,-10.77538,747,247,373,125,0,0,,
1106,86,9/17/2014 5:29:41 AM,Dark,5500.594,20.85163,20.45223,0.3993985,3.984973,4972.42,0.04071823,0.4091588,0.3684406,3.764993,0.9039788,0.5939974,0.4928449,-0.3269444,-11.10233,2074,815,832,300,0,0,,
1106,87,9/17/2014 5:55:41 AM,Dark,5245.878,20.85163,20.46998,0.3816506,4.035984,4937.974,0.04171898,0.405431,0.363712,3.812038,0.9413055,0.5717767,0.4957851,-0.2661982,-11.36853,2049,791,980,430,0,0,,
1106,88,9/17/2014 6:20:41 AM,Dark,4064.797,20.85163,20.55972,0.2919078,4.078465,3604.678,0.04128115,0.3064188,0.2651376,3.851012,0.8868039,0.4370643,0.4964884,-0.2713451,-11.63987,389,77,6,1,0,0,,
1106,89,9/17/2014 6:46:41 AM,Dark,5636.922,20.85163,20.45087,0.4007533,4.124546,4919.754,0.04178153,0.4011027,0.3593212,3.891499,0.8727732,0.6039709,0.5000094,-0.05800343,-11.69787,672,254,948,512,0,0,,
1106,90,9/17/2014 7:11:41 AM,Light,5614.449,20.85163,20.44689,0.4047378,4.175903,5125.649,0.04053058,0.4168772,0.3763466,3.937355,0.912939,0.6076503,0.4973578,-0.1818047,-11.87968,1406,520,1269,530,0,0,,
1106,91,9/17/2014 7:37:41 AM,Light,4263.444,20.85163,20.54255,0.3090791,4.222775,3985.752,0.04171898,0.3346526,0.2929336,3.980591,0.9348668,0.4639549,0.4968724,-0.546773,-12.42645,643,176,283,130,0,0,,
1106,92,9/17/2014 8:02:41 AM,Light,3566.818,20.85163,20.59143,0.2602014,4.258506,3503.048,0.04090587,0.297412,0.2565061,4.014767,0.9821213,0.3926966,0.4987039,-0.304677,-12.73113,25,0,0,0,0,0,,
1106,93,9/17/2014 8:28:41 AM,Light,3528.86,20.85163,20.59772,0.2539063,4.29219,3187.038,0.04903701,0.2830887,0.2340516,4.046521,0.9031352,0.3809937,0.4972668,-0.02851391,-12.75964,41,2,0,0,0,0,,
1106,94,9/17/2014 8:53:41 AM,Light,5263.583,20.85163,20.47547,0.3761572,4.33235,4594.511,0.04583459,0.3831392,0.3373046,4.082062,0.8728866,0.5639854,0.4974359,-0.8757629,-13.63541,870,296,675,311,0,0,,
1106,95,9/17/2014 9:19:41 AM,Light,4054.279,20.85163,20.56145,0.2901753,4.376565,3667.84,0.04538425,0.3132364,0.2678522,4.121271,0.9046836,0.4378901,0.5000657,-0.4591064,-14.09451,236,49,269,100,0,0,,
1106,96,9/17/2014 9:44:41 AM,Light,4350.795,20.85163,20.54608,0.3055506,4.414935,3617.401,0.0434703,0.3067941,0.2633238,4.154524,0.8314345,0.4613133,0.5016906,-0.02245235,-14.11696,27,1,0,0,0,0,,
1106,97,9/17/2014 10:10:41 AM,Light,3658.74,20.85163,20.59151,0.2601219,4.452947,3299.874,0.04309502,0.2826133,0.2395183,4.187356,0.9019154,0.3948957,0.5031183,-0.2993107,-14.41628,55,0,0,0,0,0,,
1106,98,9/17/2014 10:35:41 AM,Light,3861.031,20.85163,20.57737,0.2742544,4.487275,3318.856,0.0413437,0.2842145,0.2428708,4.217568,0.8595777,0.4123169,0.4990379,0.6534634,-13.76281,48,0,0,0,0,0,,
1106,99,9/17/2014 11:01:41 AM,Light,5772.748,20.85163,20.44451,0.4071154,4.533037,4874.42,0.04208175,0.3974,0.3553182,4.256487,0.8443847,0.6141005,0.5009915,-0.205512,-13.96832,663,240,1173,579,0,0,,
1106,100,9/17/2014 11:26:41 AM,Light,4837.005,20.85163,20.50363,0.3479953,4.581452,4313.126,0.03983006,0.3573197,0.3174896,4.298416,0.8916935,0.5207338,0.4961064,-0.1591434,-14.12747,1559,664,1507,888,0,0,,
1106,101,9/17/2014 11:52:41 AM,Light,4077.663,20.85163,20.5633,0.2883272,4.62376,3469.08,0.04088085,0.294072,0.2531911,4.335346,0.8507519,0.4344795,0.5003663,0.3225212,-13.80495,0,0,0,0,0,0,,
1106,102,9/17/2014 12:17:41 PM,Light,3763.852,20.85163,20.58286,0.2687721,4.659548,3382.869,0.03917957,0.2859658,0.2467863,4.366621,0.8987786,0.4059219,0.5005812,0.1993208,-13.60563,0,0,0,0,0,0,,
1106,103,9/17/2014 12:43:41 PM,Light,3811.396,20.85163,20.58006,0.2715661,4.69551,3251.197,0.03978002,0.2787729,0.2389929,4.398112,0.8530201,0.4063417,0.4967972,1.082488,-12.52314,0,0,1,0,0,0,,
1106,104,9/17/2014 1:08:41 PM,Light,5319.997,20.85163,20.47437,0.3772608,4.737215,4748.417,0.03857911,0.3830391,0.34446,4.43465,0.89256,0.5728553,0.5034094,-0.4692545,-12.99239,1291,617,1686,1072,0,0,,
1106,105,9/17/2014 1:34:41 PM,Light,4043.175,20.85163,20.56591,0.2857172,4.781643,3336.919,0.04816134,0.2929086,0.2447472,4.473011,0.8253214,0.4280293,0.4979243,0.1694946,-12.8229,518,4,0,0,0,0,,
1106,106,9/17/2014 1:59:41 PM,Light,3814.59,20.85163,20.58205,0.26958,4.817507,3153.685,0.04540927,0.2766588,0.2312496,4.502635,0.8267426,0.4039766,0.4980464,-0.3168535,-13.13975,24,0,1,0,0,0,,
1106,107,9/17/2014 2:25:41 PM,Light,3902.304,20.85163,20.57603,0.2755954,4.854142,3304.9,0.04328266,0.2844022,0.2411195,4.533297,0.8469098,0.4153901,0.5005541,0.4919891,-12.64776,23,2,3,0,0,0,,
1106,108,9/17/2014 2:50:41 PM,Light,4431.593,20.85163,20.53682,0.3148049,4.892191,3870.207,0.04153134,0.323932,0.2824007,4.566057,0.873322,0.474891,0.500479,-1.129581,-13.77734,181,80,387,286,0,0,,
1106,109,9/17/2014 3:16:41 PM,Light,5165.337,20.85163,20.48483,0.3667935,4.93776,4574.882,0.04159389,0.3744076,0.3328137,4.606158,0.885689,0.5552436,0.5019878,-0.08413982,-13.86148,1404,380,941,571,0,0,,
1106,110,9/17/2014 3:41:41 PM,Light,3687.011,20.85163,20.58473,0.2668979,4.978145,3427.506,0.03984257,0.2916576,0.2518151,4.642668,0.9296166,0.400704,0.4970508,-0.181076,-14.04256,25,0,0,0,0,0,,
1106,111,9/17/2014 4:07:41 PM,Light,3870.909,20.85163,20.57714,0.2744843,5.014026,3340.35,0.04096842,0.284815,0.2438466,4.674795,0.862937,0.4137228,0.5002589,0.2979574,-13.7446,3,0,0,0,0,0,,
1106,112,9/17/2014 4:32:41 PM,Light,3876.689,20.85163,20.57656,0.2750659,5.049391,3380.261,0.03965493,0.2860909,0.246436,4.705472,0.8719453,0.4152833,0.5009133,-0.8126812,-14.55728,7,0,0,0,0,0,,
1106,113,9/17/2014 4:58:41 PM,Light,3965.232,20.85163,20.56947,0.2821626,5.086619,3426.315,0.04065568,0.2915951,0.2509394,4.737785,0.8640894,0.4239274,0.4986287,-0.6565037,-15.21379,377,56,54,30,0,0,,
1106,114,9/17/2014 5:23:41 PM,Light,4903.239,20.85163,20.50745,0.344181,5.127114,4135.771,0.03998017,0.3401067,0.3001265,4.772314,0.8434772,0.5214827,0.5032403,-0.5428219,-15.75661,227,50,19,9,0,0,,
1106,115,9/17/2014 5:49:41 PM,Light,3923.693,20.85163,20.57521,0.2764206,5.169003,3374.136,0.04109351,0.2859658,0.2448723,4.807952,0.8599387,0.4190468,0.5032028,0.2279778,-15.52863,176,102,0,0,0,0,,
1106,116,9/17/2014 6:14:41 PM,Light,5803.793,20.85163,20.43974,0.4118917,5.213433,4992.289,0.03971747,0.4046804,0.364963,4.846167,0.8601769,0.6198771,0.4995398,-0.848115,-16.37675,1511,500,875,522,0,0,,
1106,117,9/17/2014 6:40:41 PM,Light,5911.126,20.85163,20.42722,0.4244122,5.269047,5388.529,0.04103097,0.4352035,0.3941725,4.895452,0.9115911,0.6395444,0.4992204,-0.4312,-16.80795,1764,751,1695,1009,0,0,,
1106,118,9/17/2014 7:05:41 PM,Dark,6109.141,20.85163,20.40605,0.445578,5.323918,5709.811,0.0396299,0.4618486,0.4222187,4.946116,0.9346339,0.6647683,0.4938413,1.256703,-15.55124,2155,1107,1386,800,0,0,,
1106,119,9/17/2014 7:31:41 PM,Dark,5899.062,20.85163,20.42247,0.4291549,5.38092,5480.086,0.04028039,0.4449608,0.4046804,4.999233,0.9289759,0.6410074,0.4945153,0.7735128,-14.77773,2454,1226,2207,1229,0,0,,
1106,120,9/17/2014 7:56:41 PM,Dark,4473.723,20.85163,20.52674,0.3248845,5.428246,4297.683,0.03932968,0.3540172,0.3146876,5.043846,0.96065,0.4899514,0.4987155,-1.499697,-16.27743,1313,494,666,383,0,0,,
1106,121,9/17/2014 8:22:41 PM,Dark,6150.763,20.85163,20.40762,0.4440095,5.478707,5920.391,0.0401553,0.4709054,0.4307501,5.092378,0.9625458,0.6739315,0.5019066,-0.174036,-16.45146,2351,1306,2518,1306,0,0,,
1106,122,9/17/2014 8:47:41 PM,Dark,6195.105,20.85163,20.40653,0.4451008,5.535062,5888.79,0.03915454,0.4666647,0.4275102,5.146281,0.9505553,0.6767849,0.5030134,0.2488747,-16.20259,2862,1537,1815,844,0,0,,
1106,123,9/17/2014 9:13:41 PM,Dark,6168.711,20.85163,20.40776,0.4438641,5.593755,6008.625,0.04021785,0.474921,0.4347031,5.202762,0.9740488,0.6778135,0.5047522,0.8674488,-15.33514,2925,1711,2278,1198,0,0,,
1106,124,9/17/2014 9:38:41 PM,Dark,5647.143,20.85163,20.44034,0.4112902,5.647682,5526.046,0.03967994,0.4439601,0.4042801,5.255406,0.978556,0.621191,0.4991453,0.3530407,-14.9821,1692,962,1445,838,0,0,,
1106,125,9/17/2014 10:04:41 PM,Dark,5618.118,20.85163,20.44329,0.4083396,5.701159,5466.125,0.04046804,0.4400196,0.3995516,5.307586,0.972946,0.6171474,0.4995773,0.5797062,-14.40239,1057,422,1084,483,0,0,,
1106,126,9/17/2014 10:29:41 PM,Dark,4752.605,20.85163,20.50552,0.3461099,5.748484,4729.2,0.03984256,0.3846028,0.3447602,5.354113,0.9950753,0.5249103,0.5009133,0.4188509,-13.98354,211,96,313,205,0,0,,
1106,127,9/17/2014 10:55:41 PM,Dark,5713.97,20.85163,20.43515,0.4164778,5.798185,5685.147,0.04123111,0.4560442,0.4148131,5.403566,0.9949557,0.6310714,0.5004737,0.3160677,-13.66747,2454,1050,2291,1169,0,0,,
1106,128,9/17/2014 11:20:41 PM,Dark,5400.801,20.85163,20.46311,0.3885173,5.848915,5210.34,0.03959238,0.4171899,0.3775975,5.453292,0.9647347,0.5920782,0.5038884,-0.1286926,-13.79617,2604,1142,2044,1165,0,0,,
1106,129,9/17/2014 11:46:41 PM,Dark,3640.681,20.85163,20.58666,0.2649702,5.891809,3682.325,0.04071823,0.3080825,0.2673643,5.495484,1.011438,0.4037098,0.5029304,-0.6978264,-14.49399,33,4,0,0,0,0,,
1106,130,9/18/2014 12:11:41 AM,Dark,4054.965,20.85163,20.56124,0.2903866,5.926943,3660.083,0.03917956,0.3067315,0.267552,5.528998,0.9026177,0.437738,0.4995653,-0.06472778,-14.55872,153,2,2,0,0,0,,
1106,131,9/18/2014 12:37:41 AM,Dark,5599.658,20.85163,20.44124,0.4103829,5.972798,5474.275,0.04013028,0.4432095,0.4030792,5.572389,0.9776089,0.6158245,0.4959425,-0.4854498,-15.04417,1798,815,2263,1203,0,0,,
1106,132,9/18/2014 1:02:41 AM,Dark,5575.424,20.85163,20.44711,0.4045191,6.023808,5369.952,0.03887934,0.4315132,0.3926339,5.621886,0.9631467,0.6109828,0.4994365,-0.1616163,-15.20579,2676,1321,1602,686,0,0,,
1106,133,9/18/2014 1:28:41 AM,Dark,4360.804,20.85163,20.5348,0.3168246,6.070958,4214.98,0.03927964,0.3476624,0.3083827,5.66737,0.9665602,0.4782805,0.4991171,0.3297997,-14.87599,376,99,186,104,0,0,,
