Subject,Interval,Date/Time,Light/Dark,Volume O2,O2 In,O2 Out,Delta O2,Accumulated O2,Volume CO2,CO2 In,CO2 Out,Delta CO2,Accumulated CO2,RER,Heat,Flow,Feed Weight 1,Feed Acc. 1,X Total,X Ambulatory,Y Total,Y Ambulatory,Wheel,Wheel Accumulated,Event Log,
1097,1,9/15/2014 5:16:41 PM,Light,4544.914,20.85163,20.48718,0.364447,0.000151939,4162.04,0.06367305,0.4034045,0.3397314,0.0001391393,0.9157577,0.5407682,0.491497,0,0,251,66,42,0,0,0,9/15/2014 5:23:16 PM - opened the doors to check the food chambers,
1097,2,9/15/2014 5:41:41 PM,Light,4532.3,20.85163,20.49868,0.3529432,0.04567017,3966.015,0.07145392,0.3885933,0.3171394,0.04089468,0.8750558,0.5337969,0.5017338,-0.1221746,-0.1221746,2083,928,1123,292,0,0,,
1097,3,9/15/2014 6:07:41 PM,Light,4671.109,20.85163,20.47307,0.3785608,0.0936698,4459.844,0.06388154,0.4287736,0.3648921,0.08484519,0.9547719,0.5611874,0.4903353,-0.07171886,-0.1938934,4067,2221,1755,672,0,0,,
1097,4,9/15/2014 6:32:41 PM,Light,4015.23,20.85163,20.52733,0.3242991,0.1372172,3796.003,0.05859422,0.3687283,0.3101341,0.1262337,0.9454013,0.4812743,0.4910397,-0.3852031,-0.5790965,1666,869,798,260,0,0,,
1097,5,9/15/2014 6:58:41 PM,Light,5098.798,20.85163,20.43434,0.4172832,0.1847665,4906.6,0.05110106,0.4558441,0.404743,0.1716378,0.9623051,0.6137091,0.4863342,-0.1182226,-0.6973191,5909,3729,2525,1161,0,0,,
1097,6,9/15/2014 7:23:41 PM,Dark,5107.991,20.85163,20.43754,0.4140916,0.2359494,4767.057,0.04803625,0.4399571,0.3919208,0.2201448,0.9332548,0.6104152,0.4879684,-0.0338847,-0.7312038,4229,2309,2550,1028,0,0,,
1097,7,9/15/2014 7:49:41 PM,Dark,4617.89,20.85163,20.48104,0.3705817,0.2866633,4363.841,0.04528417,0.3995516,0.3542674,0.2677572,0.944986,0.5534536,0.4941674,-0.03278095,-0.7639847,3512,2124,2114,844,0,0,,
1097,8,9/15/2014 8:14:41 PM,Dark,5339.056,20.85163,20.42497,0.4266531,0.3366053,5211.758,0.04353285,0.4620988,0.4185659,0.3157891,0.9761572,0.6448205,0.4995165,-0.03517151,-0.7991562,5978,4035,2831,1405,0,0,,
1097,9,9/15/2014 8:40:41 PM,Dark,5235.474,20.85163,20.43089,0.4207371,0.3917515,5073.703,0.04290738,0.4532921,0.4103847,0.3694271,0.9691009,0.6312149,0.4959805,-0.1173884,-0.9165447,5073,3178,2555,1181,0,0,,
1097,10,9/15/2014 9:05:41 PM,Dark,5036.414,20.85163,20.44273,0.4088952,0.4432575,4888.924,0.04196917,0.4413331,0.3993639,0.4193825,0.9707153,0.6074563,0.4911055,0.06687421,-0.8496705,6846,4565,2889,1304,0,0,,
1097,11,9/15/2014 9:31:41 PM,Dark,5292.1,20.85163,20.42454,0.4270868,0.4971266,5081.979,0.04221936,0.4557815,0.4135621,0.4713856,0.9602954,0.6366602,0.4929745,0.3365937,-0.5130768,7897,5612,4038,2346,0,0,,
1097,12,9/15/2014 9:56:41 PM,Dark,5459.292,20.85163,20.40672,0.4449044,0.5510432,5183.106,0.0413437,0.4682534,0.4269097,0.5228624,0.94941,0.6550118,0.4870668,-0.2659683,-0.7790451,8019,5555,5218,3233,0,0,,
1097,13,9/15/2014 10:22:41 PM,Dark,5583.172,20.85163,20.39874,0.4528835,0.6086335,5197.297,0.04078078,0.4685411,0.4277604,0.5769982,0.9308861,0.6668081,0.4874331,0.1857707,-0.5932744,8052,5791,5756,3480,0,0,,
1097,14,9/15/2014 10:47:41 PM,Dark,5500.226,20.85163,20.40234,0.449283,0.6642107,5282.208,0.04078078,0.4758592,0.4350784,0.6295499,0.960362,0.6617094,0.4870574,-0.1161245,-0.7093989,6949,4761,4835,2899,0,0,,
1097,15,9/15/2014 11:13:41 PM,Dark,5620.469,20.85163,20.40022,0.451402,0.722209,5508.136,0.04138122,0.4856165,0.4442353,0.6858271,0.9800135,0.6794506,0.4974163,-0.02704632,-0.7364452,7654,5378,6322,4044,0,0,,
1097,16,9/15/2014 11:38:41 PM,Dark,5903.941,20.85163,20.37478,0.476842,0.7800039,5722.307,0.04078078,0.5059444,0.4651636,0.7421467,0.9692351,0.7118322,0.4935099,0.07749426,-0.6589509,7878,5581,5703,3692,0,0,,
1097,17,9/16/2014 12:04:41 AM,Dark,5727.897,20.85163,20.38745,0.4641736,0.840663,5623.887,0.0413437,0.4988265,0.4574828,0.8013174,0.9818414,0.6927481,0.4931624,-0.1721445,-0.8310955,9885,7091,7699,5192,0,0,,
1097,18,9/16/2014 12:29:41 AM,Dark,5684.465,20.85163,20.38949,0.4621403,0.8978905,5497.019,0.0406807,0.4906828,0.4500021,0.8570819,0.9670249,0.6849976,0.4900535,0.3436432,-0.4874523,9234,6489,6707,4599,0,0,,
1097,19,9/16/2014 12:55:41 AM,Dark,5601.374,20.85163,20.39172,0.4599081,0.9567466,5612.952,0.0413437,0.5020039,0.4606602,0.9150242,1.002067,0.6808054,0.4888044,0.06430051,-0.4231518,9298,6437,6419,4324,0,0,,
1097,20,9/16/2014 1:20:41 AM,Dark,5852.139,20.85163,20.37431,0.4773193,1.014185,5646.432,0.0414813,0.5054315,0.4639502,0.9714859,0.9648491,0.7048253,0.4882408,0.2604294,-0.1627224,9261,6639,6534,4294,0,0,,
1097,21,9/16/2014 1:46:41 AM,Dark,5722.131,20.85163,20.3805,0.4711261,1.074545,5749.862,0.04133119,0.5142632,0.472932,1.030921,1.004846,0.6959541,0.4877336,0.06365204,-0.09907034,10159,7162,6810,4353,0,0,,
1097,22,9/16/2014 2:11:41 AM,Dark,5490.656,20.85163,20.39967,0.4519551,1.130769,5558.807,0.04159389,0.4979758,0.4563819,1.087626,1.012412,0.6690329,0.4886251,0.2962825,0.1972121,8824,6177,5755,3652,0,0,,
1097,23,9/16/2014 2:37:41 AM,Dark,5597.402,20.85163,20.39762,0.4540095,1.188597,5619.772,0.04083081,0.4962746,0.4554437,1.145925,1.003996,0.680643,0.4950033,0.05434416,0.2515563,8085,5444,5454,3351,0,0,,
1097,24,9/16/2014 3:02:41 AM,Dark,5465.465,20.85163,20.40574,0.4458863,1.24407,5511.668,0.04090587,0.4897696,0.4488638,1.201743,1.008454,0.6653218,0.4925971,0.1321386,0.3836948,6837,4423,5816,3801,0,0,,
1097,25,9/16/2014 3:28:41 AM,Dark,4209.44,20.85163,20.50928,0.3423478,1.294505,4119.018,0.04146879,0.3779728,0.336504,1.251946,0.9785192,0.5086868,0.4910574,0.0628179,0.4465127,617,146,182,28,0,0,,
1097,26,9/16/2014 3:53:41 AM,Dark,3963.817,20.85163,20.52948,0.3221477,1.335487,3810.901,0.04109351,0.3533292,0.3122357,1.291706,0.961422,0.476995,0.4896403,-0.06293997,0.3835728,151,6,5,0,0,0,,
1097,27,9/16/2014 4:19:41 AM,Dark,4362.547,20.85163,20.5009,0.3507234,1.378917,4082.376,0.04146879,0.3741324,0.3326636,1.332875,0.9357781,0.5216596,0.4923171,-0.2889659,0.09460691,745,319,385,249,0,0,,
1097,28,9/16/2014 4:44:41 AM,Dark,5516.479,20.85163,20.40264,0.4489872,1.428475,5200.311,0.04103097,0.4694168,0.4283858,1.379442,0.9426867,0.6607733,0.487001,0.1285324,0.2231393,4509,2416,4418,2689,0,0,,
1097,29,9/16/2014 5:10:41 AM,Dark,5841.233,20.85163,20.37776,0.4738691,1.487713,5670.958,0.04065568,0.50353,0.4628744,1.436146,0.9708495,0.7045512,0.4915,-0.4858984,-0.2627591,5808,3628,5659,3665,0,0,,
1097,30,9/16/2014 5:35:41 AM,Dark,5980.852,20.85163,20.37508,0.4765462,1.546998,5543.306,0.04103097,0.4895695,0.4485385,1.492379,0.9268422,0.7135865,0.4958016,0.2058436,-0.05691546,6584,4227,4715,2993,0,0,,
1097,31,9/16/2014 6:01:41 AM,Dark,5664.762,20.85163,20.3993,0.4523267,1.607727,5371.149,0.0401553,0.4737326,0.4335773,1.549296,0.9481686,0.6794557,0.4969757,-0.3630803,-0.4199957,7723,5313,5407,3598,0,0,,
1097,32,9/16/2014 6:26:41 AM,Dark,5327.804,20.85163,20.4212,0.4304314,1.662844,5101.886,0.04128115,0.457145,0.4158639,1.60181,0.9575965,0.640529,0.4921668,0.1294912,-0.2905046,5602,3297,3821,2058,0,0,,
1097,33,9/16/2014 6:52:41 AM,Dark,5392.487,20.85163,20.41965,0.4319725,1.718753,5150.255,0.04093089,0.4574077,0.4164768,1.655277,0.9550798,0.6479031,0.4961022,0.09609985,-0.1944047,5162,2913,1785,738,0,0,,
1097,34,9/16/2014 7:17:41 AM,Light,4213.276,20.85163,20.51396,0.337666,1.766903,3945.609,0.04065568,0.3611226,0.3204669,1.700869,0.9364706,0.5038967,0.4939326,-0.09843695,-0.2928417,603,225,475,32,0,0,,
1097,35,9/16/2014 7:43:41 AM,Light,4015.85,20.85163,20.52904,0.3225877,1.809816,3777.178,0.04084332,0.3480752,0.3072319,1.741142,0.9405677,0.480773,0.4932161,0,-0.2928417,38,6,11,0,0,0,,
1097,36,9/16/2014 8:08:41 AM,Light,4017.595,20.85163,20.53351,0.3181209,1.8501,3695.454,0.04209427,0.3396939,0.2975996,1.778613,0.9198175,0.4785098,0.4981685,-0.02399701,-0.3168387,138,14,31,0,0,0,9/16/2014 8:26:30 AM - checked food and water,
1097,37,9/16/2014 8:34:41 AM,Light,4286.493,20.85163,20.50591,0.3457159,1.893412,3895.768,0.045722,0.3660263,0.3203043,1.818206,0.9088473,0.509142,0.4879497,0.04781342,-0.2690253,174,38,119,1,0,0,,
1097,38,9/16/2014 8:59:41 AM,Light,5382.565,20.85163,20.41788,0.4337498,1.941916,5112.674,0.04563444,0.4619987,0.4163643,1.8634,0.9498584,0.6458775,0.4926176,0.2716294,0.002604127,2477,1123,2147,1159,0,0,,
1097,39,9/16/2014 9:25:41 AM,Light,4427.721,20.85163,20.49968,0.3519439,1.993063,4207.333,0.0445336,0.3824762,0.3379426,1.91199,0.9502254,0.5313498,0.4994579,-0.02243298,-0.01982886,1657,735,1293,724,0,0,,
1097,40,9/16/2014 9:50:41 AM,Light,5071.925,20.85163,20.44423,0.4074,2.04071,4753.775,0.04378304,0.4307001,0.3869171,1.956935,0.9372724,0.6067095,0.4928994,-0.006083131,-0.02591199,2053,793,2031,1251,0,0,,
1097,41,9/16/2014 10:16:41 AM,Light,4361.578,20.85163,20.5092,0.3424323,2.089895,3911.834,0.04338274,0.3572696,0.3138869,2.002114,0.896885,0.5165133,0.4999812,-0.0497945,-0.07570648,233,18,26,6,0,0,,
1097,42,9/16/2014 10:41:41 AM,Light,4278.224,20.85163,20.50904,0.3425889,2.133219,3796.785,0.0435954,0.3549554,0.31136,2.040767,0.8874676,0.5054474,0.4892176,0,-0.07570648,155,13,122,6,0,0,,
1097,43,9/16/2014 11:07:41 AM,Light,5077.917,20.85163,20.4453,0.4063237,2.182026,4618.486,0.04378304,0.4204673,0.3766843,2.084668,0.9095237,0.6032479,0.4918877,-0.07893878,-0.1546453,1520,684,2143,1415,0,0,,
1097,44,9/16/2014 11:32:41 AM,Light,5601.808,20.85163,20.40153,0.4500946,2.23559,5023.619,0.04415832,0.4566947,0.4125364,2.133026,0.8967853,0.6633691,0.4885414,-0.09977978,-0.254425,6046,3851,3240,1909,0,0,,
1097,45,9/16/2014 11:58:41 AM,Light,4560.299,20.85163,20.48125,0.3703754,2.288569,4310.14,0.04543429,0.3995516,0.3541173,2.181691,0.9451441,0.5465728,0.4882931,0.08865106,-0.165774,2552,1237,979,313,0,0,,
1097,46,9/16/2014 12:23:41 PM,Light,4217.989,20.85163,20.51749,0.3341351,2.332583,3898.982,0.04513406,0.3589584,0.3138244,2.22285,0.92437,0.5029469,0.4984315,0.03800201,-0.127772,15,4,25,3,0,0,,
1097,47,9/16/2014 12:49:41 PM,Light,4087.396,20.85163,20.52164,0.3299926,2.375895,3735.478,0.04515908,0.3522659,0.3071068,2.262662,0.9139016,0.4861063,0.4879778,0,-0.127772,149,23,51,8,0,0,,
1097,48,9/16/2014 1:14:41 PM,Light,4375.948,20.85163,20.50946,0.3421701,2.41834,3865.086,0.04493391,0.3547177,0.3097838,2.300778,0.8832567,0.5164467,0.5005541,0,-0.127772,72,15,41,4,0,0,,
1097,49,9/16/2014 1:40:41 PM,Light,4044.866,20.85163,20.52957,0.322062,2.46225,3622.001,0.04448357,0.3393186,0.294835,2.33982,0.8954565,0.4788358,0.4928524,-0.064888,-0.19266,63,21,30,4,0,0,,
1097,50,9/16/2014 2:05:41 PM,Light,4038.673,20.85163,20.53222,0.3194085,2.502786,3634.707,0.0434703,0.3370669,0.2935967,2.376209,0.8999756,0.4786439,0.4966657,-0.1848805,-0.3775405,72,20,18,1,0,0,,
1097,51,9/16/2014 2:31:41 PM,Light,4387.964,20.85163,20.50733,0.3442929,2.546738,4019.141,0.04258213,0.3635744,0.3209923,2.416132,0.9159464,0.5221184,0.5023199,0.04459888,-0.3329416,294,28,55,3,0,0,,
1097,52,9/16/2014 2:56:41 PM,Light,4978.925,20.85163,20.455,0.396627,2.593719,4630.101,0.04284483,0.4171649,0.37432,2.459515,0.9299397,0.5945021,0.4962337,0,-0.3329416,3731,1915,1750,806,0,0,,
1097,53,9/16/2014 3:22:41 PM,Light,4078.694,20.85163,20.53271,0.3189126,2.640941,3647.77,0.04284483,0.3345025,0.2916576,2.502669,0.8943477,0.4827063,0.5017657,0,-0.3329416,906,512,417,200,0,0,,
1097,54,9/16/2014 3:47:41 PM,Light,4436.804,20.85163,20.50164,0.3499901,2.683648,3867.462,0.04178153,0.3552682,0.3134866,2.540358,0.8716776,0.5221053,0.4949469,0,-0.3329416,351,68,34,2,0,0,,
1097,55,9/16/2014 4:13:41 PM,Light,4185.71,20.85163,20.52168,0.3299491,2.728612,3659.832,0.04128115,0.3375548,0.2962736,2.579611,0.8743633,0.492891,0.4955856,0,-0.3329416,447,23,149,1,0,0,,
1097,56,9/16/2014 4:38:41 PM,Light,4355.271,20.85163,20.51438,0.3372484,2.771444,3772.505,0.04193164,0.3424585,0.3005269,2.616883,0.8661928,0.5118026,0.503616,0,-0.3329416,69,16,8,0,0,0,,
1097,57,9/16/2014 5:04:41 PM,Light,4762.974,20.85163,20.47642,0.3752076,2.819004,4126.964,0.04234445,0.3767844,0.3344399,2.658086,0.8664678,0.5597519,0.495069,0.1251933,-0.2077483,644,245,266,94,0,0,,
1097,58,9/16/2014 5:29:41 PM,Light,4995.443,20.85163,20.4593,0.3923292,2.867943,4592.087,0.04128115,0.4081205,0.3668393,2.701816,0.9192553,0.5948917,0.5021978,-0.1230189,-0.3307672,3640,2224,2246,1304,0,0,,
1097,59,9/16/2014 5:55:41 PM,Light,5052.468,20.85163,20.45758,0.3940493,2.920345,4381.514,0.04190663,0.3933803,0.3514736,2.748611,0.8672028,0.5938837,0.5001315,0.2610728,-0.06969434,1588,1165,858,572,0,0,,
1097,60,9/16/2014 6:20:41 PM,Light,5662.118,20.85163,20.40225,0.4493737,2.974084,5265.007,0.04093089,0.465001,0.4240701,2.796999,0.9298654,0.6760653,0.4980806,0.2826511,0.2129568,4001,2194,2890,1597,0,0,,
1097,61,9/16/2014 6:46:41 PM,Light,5804.898,20.85163,20.39231,0.4593228,3.033889,5322.944,0.0418816,0.4705051,0.4286236,2.852218,0.9169745,0.6908945,0.4982155,0.1438143,0.3567711,5666,3697,3595,2369,0,0,,
1097,62,9/16/2014 7:11:41 PM,Dark,5863.211,20.85163,20.38561,0.4660167,3.092401,5541.608,0.04115606,0.4867174,0.4455613,2.906703,0.945149,0.7027335,0.4989575,0.9618684,1.31864,5807,3739,3184,1828,0,0,,
1097,63,9/16/2014 7:37:41 PM,Dark,5536.967,20.85163,20.40628,0.4453481,3.151849,5307.733,0.04171898,0.4723565,0.4306375,2.96328,0.9585994,0.6658401,0.4944585,0.08966076,1.4083,5694,3726,3188,1998,0,0,,
1097,64,9/16/2014 8:02:41 PM,Dark,4641.746,20.85163,20.48324,0.3683881,3.202877,4187.198,0.04078078,0.3800368,0.339256,3.010875,0.9020739,0.550406,0.4951536,0.01095569,1.419256,1379,895,938,506,0,0,,
1097,65,9/16/2014 8:28:41 PM,Dark,5657.278,20.85163,20.39154,0.4600858,3.256604,5469.4,0.04165643,0.4895695,0.4479131,3.061257,0.9667901,0.6816821,0.4898657,-0.2704186,1.148837,5378,3769,3931,2610,0,0,,
1097,66,9/16/2014 8:53:41 PM,Dark,5788.626,20.85163,20.38422,0.4674063,3.314003,5587.352,0.04071823,0.4951738,0.4544555,3.116704,0.9652293,0.6972412,0.4932259,0.8763454,2.025183,6218,4216,4871,3176,0,0,,
1097,67,9/16/2014 9:19:41 PM,Dark,4729.866,20.85163,20.46999,0.3816369,3.368841,4552.541,0.041081,0.4113104,0.3702294,3.169568,0.9625095,0.5693318,0.493304,0.1801479,2.205331,3433,2186,2257,1412,0,0,,
1097,68,9/16/2014 9:44:41 PM,Dark,4256.185,20.85163,20.51024,0.3413896,3.413894,4150.189,0.0401553,0.3747829,0.3346276,3.213202,0.9750962,0.5139036,0.4975486,-0.1386185,2.066712,124,4,6,0,0,0,,
1097,69,9/16/2014 10:10:41 PM,Dark,5629.433,20.85163,20.40263,0.4490021,3.465473,5381.325,0.04065568,0.4738577,0.433202,3.262931,0.9559267,0.6765134,0.498347,-0.02731586,2.039396,3675,2486,2459,1665,0,0,,
1097,70,9/16/2014 10:35:41 PM,Dark,5906.975,20.85163,20.37485,0.4767786,3.523328,5734.182,0.03990511,0.5055816,0.4656765,3.318676,0.9707476,0.7124629,0.4939889,0.05668902,2.096085,7128,5124,5514,3787,0,0,,
1097,71,9/16/2014 11:01:41 PM,Dark,5976.26,20.85163,20.36722,0.484411,3.585302,5766.981,0.04009276,0.5109857,0.470893,3.378657,0.9649816,0.7197978,0.4913121,0.1791813,2.275267,7346,5068,4671,2968,0,0,,
1097,72,9/16/2014 11:26:41 PM,Dark,5739.724,20.85163,20.38486,0.4667699,3.644049,5656.474,0.03947979,0.500878,0.4613982,3.435939,0.9854958,0.6948004,0.4918099,0.3471832,2.62245,4497,2874,2747,1604,0,0,,
1097,73,9/16/2014 11:52:41 PM,Dark,5775.46,20.85163,20.38619,0.4654376,3.704103,5467.546,0.03978002,0.4853663,0.4455863,3.49395,0.9466857,0.6924794,0.4922607,0.11204,2.73449,5427,3473,4019,2460,0,0,,
1097,74,9/17/2014 12:17:41 AM,Dark,4773.299,20.85163,20.46679,0.3848373,3.756984,4555.584,0.039092,0.4099094,0.3708174,3.544196,0.9543891,0.5734103,0.4928524,-0.1675136,2.566976,2140,994,1291,643,0,0,,
1097,75,9/17/2014 12:43:41 AM,Dark,4943.964,20.85163,20.46001,0.3916208,3.807664,4668.339,0.03971747,0.4138624,0.3741449,3.592303,0.9442502,0.5924257,0.5005617,-0.0718894,2.495087,2695,1507,2566,1602,0,0,,
1097,76,9/17/2014 1:08:41 AM,Dark,4050.837,20.85163,20.52723,0.3244022,3.852754,3897.743,0.03934219,0.3539671,0.3146249,3.635245,0.9622067,0.487561,0.4969945,0.1783905,2.673477,40,3,8,1,0,0,,
1097,77,9/17/2014 1:34:41 AM,Dark,5444.683,20.85163,20.41415,0.4374771,3.902298,5247.658,0.03984256,0.4647008,0.4248582,3.682962,0.9638133,0.6555845,0.4955105,0.1071372,2.780615,2743,1708,2124,1440,0,0,,
1097,78,9/17/2014 1:59:41 AM,Dark,5740.211,20.85163,20.38684,0.4647876,3.95839,5586.19,0.03988009,0.4947484,0.4548683,3.737295,0.973168,0.6927609,0.492674,0.3585744,3.139189,7285,5161,6080,4218,0,0,,
1097,79,9/17/2014 2:25:41 AM,Dark,5679.357,20.85163,20.39444,0.4571912,4.017944,5455.784,0.04048055,0.4833148,0.4428343,3.794879,0.9606341,0.6833058,0.4942515,-0.03165936,3.10753,7503,5192,5702,3696,0,0,,
1097,80,9/17/2014 2:50:41 AM,Dark,5443.567,20.85163,20.4155,0.4361224,4.073717,5139.351,0.04028039,0.4568948,0.4166144,3.848004,0.9441144,0.6522703,0.4948906,-0.04132771,3.066202,2799,1559,2335,1510,0,0,,
1097,81,9/17/2014 3:16:41 AM,Dark,4139.125,20.85163,20.51612,0.3355034,4.123671,3931.411,0.04078078,0.3628238,0.322043,3.895289,0.9498169,0.4966666,0.4897436,0.05264044,3.118842,1369,939,1371,831,0,0,,
1097,82,9/17/2014 3:41:41 AM,Dark,3993.874,20.85163,20.53547,0.3161559,4.164452,3875.266,0.04033043,0.3490134,0.308683,3.934435,0.9703025,0.4816637,0.5036386,-0.05684662,3.061996,45,0,0,0,0,0,,
1097,83,9/17/2014 4:07:41 AM,Dark,5047.472,20.85163,20.44727,0.40436,4.211622,4903.563,0.04033043,0.4355162,0.3951858,3.980236,0.971489,0.6089059,0.4977834,-0.03078485,3.031211,103,9,57,19,0,0,,
1097,84,9/17/2014 4:32:41 AM,Dark,5645.282,20.85163,20.39917,0.4524584,4.265252,5413.804,0.04065568,0.4783111,0.4376554,4.031981,0.9589962,0.6789319,0.4962525,0.2720904,3.303301,6855,4873,5522,3721,0,0,,
1097,85,9/17/2014 4:58:41 AM,Dark,5460.825,20.85163,20.41323,0.4383993,4.323169,5232.303,0.04084332,0.4646007,0.4237573,4.0875,0.9581526,0.6566114,0.4953455,0.2668176,3.570119,6385,4428,3811,2372,0,0,,
1097,86,9/17/2014 5:23:41 AM,Dark,5584.274,20.85163,20.40323,0.4483981,4.378558,5289.24,0.04071823,0.4701674,0.4294491,4.140262,0.947167,0.6696358,0.4941016,-0.1271949,3.442924,7062,4945,5183,3317,0,0,,
1097,87,9/17/2014 5:49:41 AM,Dark,5385.554,20.85163,20.41723,0.4343923,4.435764,5142.368,0.04171898,0.4604475,0.4187286,4.194662,0.9548447,0.6470325,0.4926789,0.02700233,3.469926,6116,4034,5029,3073,0,0,,
1097,88,9/17/2014 6:14:41 AM,Dark,5124.307,20.85163,20.44623,0.4053928,4.488462,4854.072,0.04128115,0.4295742,0.388293,4.244785,0.9472642,0.6144938,0.5015122,0.07236242,3.542289,5071,3175,3212,1881,0,0,,
1097,89,9/17/2014 6:40:41 AM,Dark,3711.596,20.85163,20.55418,0.297446,4.534519,3389.452,0.04178153,0.3184278,0.2766463,4.287752,0.9132061,0.4413365,0.4915262,0.2640204,3.806309,423,253,196,115,0,0,,
1097,90,9/17/2014 7:05:41 AM,Light,3571.472,20.85163,20.57013,0.2815002,4.571038,3198.015,0.04053058,0.2982251,0.2576945,4.320782,0.8954334,0.4227924,0.4978755,-0.05705023,3.749259,65,0,0,0,0,0,,
1097,91,9/17/2014 7:31:41 AM,Light,5196.916,20.85163,20.44515,0.4064753,4.616794,4690.167,0.04171898,0.4161891,0.3744701,4.361945,0.9024905,0.6163008,0.5024762,-0.1006575,3.648602,1010,510,1083,670,0,0,,
1097,92,9/17/2014 7:56:41 AM,Light,4709.607,20.85163,20.47202,0.3796073,4.666463,4546.831,0.04090587,0.4100595,0.3691537,4.408262,0.9654374,0.5673022,0.4941204,0.4096942,4.058296,3527,2005,2429,1354,0,0,,
1097,93,9/17/2014 8:22:41 AM,Light,3610.77,20.85163,20.57073,0.2808986,4.709837,3240.146,0.04903701,0.3066314,0.2575944,4.448851,0.897356,0.4276505,0.5046349,0,4.058296,535,305,394,232,0,0,,
1097,94,9/17/2014 8:47:41 AM,Light,3522.226,20.85163,20.57005,0.281576,4.745605,3143.57,0.04583459,0.3029161,0.2570815,4.480861,0.8924953,0.4166558,0.4905701,0,4.058296,0,0,0,0,0,0,,
1097,95,9/17/2014 9:13:41 AM,Light,3737.438,20.85163,20.55688,0.2947453,4.783468,3277.363,0.04538425,0.310672,0.2652877,4.514349,0.8769008,0.4403856,0.4956326,0,4.058296,2,1,0,0,0,0,,
1097,96,9/17/2014 9:38:41 AM,Light,3655.528,20.85163,20.5674,0.284227,4.820539,3081.871,0.0434703,0.2912198,0.2477495,4.546235,0.8430714,0.4270669,0.4990702,0,4.058296,0,0,0,0,0,0,,
1097,97,9/17/2014 10:04:41 AM,Light,5300.352,20.85163,20.43544,0.4161907,4.867273,4565.936,0.04309502,0.4123112,0.3692162,4.586144,0.8614401,0.6221151,0.4961398,-0.07043695,3.987859,1429,969,1318,880,0,0,,
1097,98,9/17/2014 10:29:41 AM,Light,4876.716,20.85163,20.47174,0.3798932,4.9183,4267.098,0.0413437,0.3826638,0.3413202,4.630433,0.8749941,0.574352,0.501558,0.07497454,4.062833,4376,2629,4371,2746,0,0,,
1097,99,9/17/2014 10:55:41 AM,Light,3782.752,20.85163,20.55649,0.2951405,4.963442,3280.723,0.04208175,0.3053555,0.2632737,4.66978,0.8672848,0.4446463,0.4999365,0,4.062833,103,19,48,10,0,0,,
1097,100,9/17/2014 11:20:41 AM,Light,3855.594,20.85163,20.54959,0.3020371,5.001747,3319.207,0.03983006,0.3076322,0.2678021,4.702877,0.8608809,0.4524764,0.4972481,0,4.062833,13,0,0,0,0,0,,
1097,101,9/17/2014 11:46:41 AM,Light,3881.943,20.85163,20.55363,0.2980028,5.042099,3257.186,0.04088085,0.2996261,0.2587453,4.737172,0.8390606,0.4530568,0.5050437,0,4.062833,52,0,0,0,0,0,,
1097,102,9/17/2014 12:11:41 PM,Light,3377.637,20.85163,20.58547,0.2661584,5.078495,3038.991,0.03917957,0.2837767,0.2445971,4.768741,0.8997387,0.4002774,0.4984503,0,4.062833,72,0,1,1,0,0,,
1097,103,9/17/2014 12:37:41 PM,Light,3631.167,20.85163,20.57034,0.2812827,5.115051,3045.335,0.03978002,0.2839143,0.2441343,4.800472,0.8386655,0.4237464,0.5004542,0,4.062833,3,0,0,0,0,0,,
1097,104,9/17/2014 1:02:41 PM,Light,5020.302,20.85163,20.46044,0.3911907,5.158458,4251.086,0.03857911,0.3807874,0.3422083,4.837081,0.8467789,0.5870623,0.4983845,-0.06700373,3.99583,1794,941,3203,2099,0,0,,
1097,105,9/17/2014 1:28:41 PM,Light,4451.961,20.85163,20.50389,0.3477381,5.207848,3829.24,0.04816134,0.3562689,0.3081076,4.879214,0.8601243,0.5223637,0.4986193,0,3.99583,693,324,559,238,0,0,,
1097,106,9/17/2014 1:53:41 PM,Light,3658.81,20.85163,20.57044,0.281187,5.248507,3063.251,0.04540927,0.2891182,0.243709,4.913764,0.837226,0.4268161,0.5042829,0,3.99583,0,0,2,0,0,0,,
1097,107,9/17/2014 2:19:41 PM,Light,3767.128,20.85163,20.55759,0.2940393,5.287236,3104.076,0.04328266,0.2948225,0.2515399,4.945929,0.8239899,0.4379733,0.4950972,0,3.99583,0,0,0,0,0,0,,
1097,108,9/17/2014 2:44:41 PM,Light,3817.169,20.85163,20.55635,0.2952747,5.325269,3160.988,0.04153134,0.2951603,0.2536289,4.977347,0.8280975,0.444256,0.5000188,0,3.99583,0,0,0,0,0,0,,
1097,109,9/17/2014 3:10:41 PM,Light,4404.067,20.85163,20.50962,0.342011,5.368154,3854.853,0.04159389,0.3489634,0.3073695,5.013947,0.8752938,0.5187253,0.5031502,0.05225372,4.048083,332,168,389,186,0,0,,
1097,110,9/17/2014 3:35:41 PM,Light,3568.253,20.85163,20.56988,0.2817438,5.408118,3210.682,0.03984257,0.2987755,0.2589329,5.049367,0.8997912,0.4228725,0.4974554,-0.08030939,3.967774,1528,997,1257,719,0,0,,
1097,111,9/17/2014 4:01:41 PM,Light,3666.839,20.85163,20.56502,0.2866071,5.445851,3187.391,0.04096842,0.2970993,0.2561308,5.082734,0.8692476,0.4312347,0.499258,0,3.967774,103,0,0,0,0,0,,
