Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,9/19/2014 3:57:12 PM,Light,3/20/1980 3:55:32 PM,3/20/1980 3:57:02 PM,90,-0.62,-0.62,
2,2,9/19/2014 4:12:44 PM,Light,3/20/1980 4:12:17 PM,3/20/1980 4:12:33 PM,16,0.07,-0.56,
2,3,9/19/2014 4:15:06 PM,Light,3/20/1980 4:14:50 PM,3/20/1980 4:14:56 PM,6,-0.35,-0.91,
2,4,9/19/2014 4:20:12 PM,Light,3/20/1980 4:19:58 PM,3/20/1980 4:20:02 PM,4,0.09,-0.82,
3,5,9/19/2014 4:36:13 PM,Light,3/20/1980 4:35:56 PM,3/20/1980 4:36:03 PM,7,-0.03,-0.86,
6,6,9/19/2014 5:21:14 PM,Light,3/20/1980 5:20:57 PM,3/20/1980 5:21:04 PM,7,0.06,-0.80,
7,7,9/19/2014 5:39:21 PM,Light,3/20/1980 5:39:04 PM,3/20/1980 5:39:11 PM,7,-0.04,-0.84,
7,8,9/19/2014 5:40:25 PM,Light,3/20/1980 5:40:10 PM,3/20/1980 5:40:14 PM,4,0.15,-0.69,
7,9,9/19/2014 5:40:52 PM,Light,3/20/1980 5:40:31 PM,3/20/1980 5:40:42 PM,11,0.05,-0.64,
7,10,9/19/2014 5:48:46 PM,Light,3/20/1980 5:48:32 PM,3/20/1980 5:48:35 PM,3,-0.16,-0.79,
8,11,9/19/2014 5:57:14 PM,Light,3/20/1980 5:57:01 PM,3/20/1980 5:57:04 PM,3,0.04,-0.75,
9,12,9/19/2014 6:16:49 PM,Light,3/20/1980 6:16:30 PM,3/20/1980 6:16:38 PM,8,-0.04,-0.79,
9,13,9/19/2014 6:17:26 PM,Light,3/20/1980 6:17:05 PM,3/20/1980 6:17:15 PM,10,-0.14,-0.92,
10,14,9/19/2014 6:36:02 PM,Light,3/20/1980 6:35:21 PM,3/20/1980 6:35:51 PM,30,-0.12,-1.05,
11,15,9/19/2014 6:46:19 PM,Dark,3/20/1980 6:46:04 PM,3/20/1980 6:46:09 PM,5,0.28,-0.77,
11,16,9/19/2014 6:52:17 PM,Dark,3/20/1980 6:51:58 PM,3/20/1980 6:52:07 PM,9,-0.15,-0.92,
12,17,9/19/2014 7:02:12 PM,Dark,3/20/1980 7:01:57 PM,3/20/1980 7:02:01 PM,4,0.05,-0.87,
12,18,9/19/2014 7:06:35 PM,Dark,3/20/1980 7:06:19 PM,3/20/1980 7:06:24 PM,5,-0.06,-0.94,
12,19,9/19/2014 7:08:59 PM,Dark,3/20/1980 7:08:39 PM,3/20/1980 7:08:49 PM,10,0.03,-0.91,
13,20,9/19/2014 7:22:21 PM,Dark,3/20/1980 7:21:45 PM,3/20/1980 7:22:09 PM,24,0.10,-0.81,
13,21,9/19/2014 7:24:58 PM,Dark,3/20/1980 7:24:40 PM,3/20/1980 7:24:47 PM,7,-0.07,-0.88,
13,22,9/19/2014 7:26:16 PM,Dark,3/20/1980 7:26:01 PM,3/20/1980 7:26:05 PM,4,-0.07,-0.94,
14,23,9/19/2014 7:37:15 PM,Dark,3/20/1980 7:36:32 PM,3/20/1980 7:37:04 PM,32,0.06,-0.89,
14,24,9/19/2014 7:47:16 PM,Dark,3/20/1980 7:47:03 PM,3/20/1980 7:47:06 PM,3,-0.08,-0.96,
14,25,9/19/2014 7:50:05 PM,Dark,3/20/1980 7:49:22 PM,3/20/1980 7:49:55 PM,33,0.17,-0.80,
15,26,9/19/2014 7:59:54 PM,Dark,3/20/1980 7:59:19 PM,3/20/1980 7:59:44 PM,25,0.10,-0.70,
15,27,9/19/2014 8:07:32 PM,Dark,3/20/1980 8:07:20 PM,3/20/1980 8:07:21 PM,1,-0.09,-0.79,
16,28,9/19/2014 8:26:35 PM,Dark,3/20/1980 8:26:16 PM,3/20/1980 8:26:24 PM,8,-0.05,-0.85,
17,29,9/19/2014 8:33:38 PM,Dark,3/20/1980 8:31:56 PM,3/20/1980 8:33:28 PM,92,0.07,-0.78,
17,30,9/19/2014 8:37:08 PM,Dark,3/21/1980 8:36:44 PM,3/21/1980 8:36:57 PM,13,-0.05,-0.83,
17,31,9/19/2014 8:44:01 PM,Dark,3/21/1980 8:43:40 PM,3/21/1980 8:43:50 PM,10,0.15,-0.68,
18,32,9/19/2014 8:52:24 PM,Dark,3/21/1980 8:52:12 PM,3/21/1980 8:52:13 PM,1,-0.23,-0.92,
18,33,9/19/2014 9:00:27 PM,Dark,3/21/1980 9:00:13 PM,3/21/1980 9:00:16 PM,3,0.03,-0.88,
19,34,9/19/2014 9:14:41 PM,Dark,3/21/1980 9:14:21 PM,3/21/1980 9:14:30 PM,9,0.07,-0.81,
20,35,9/19/2014 9:22:10 PM,Dark,3/21/1980 9:21:52 PM,3/21/1980 9:21:59 PM,7,0.14,-0.67,
20,36,9/19/2014 9:27:21 PM,Dark,3/21/1980 9:26:34 PM,3/21/1980 9:27:10 PM,36,0.06,-0.61,
20,37,9/19/2014 9:29:40 PM,Dark,3/21/1980 9:29:19 PM,3/21/1980 9:29:29 PM,10,0.03,-0.58,
21,38,9/19/2014 9:47:18 PM,Dark,3/21/1980 9:45:52 PM,3/21/1980 9:47:08 PM,76,0.03,-0.55,
