Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,9/15/2014 5:15:28 PM,Light,3/16/1980 5:15:13 PM,3/16/1980 5:15:17 PM,4,0.19,0.19,
1,2,9/15/2014 5:16:05 PM,Light,3/16/1980 5:15:44 PM,3/16/1980 5:15:55 PM,11,0.06,0.25,
1,3,9/15/2014 5:19:22 PM,Light,3/16/1980 5:19:04 PM,3/16/1980 5:19:11 PM,7,0.08,0.33,
1,4,9/15/2014 5:32:48 PM,Light,3/16/1980 5:32:31 PM,3/16/1980 5:32:37 PM,6,0.08,0.40,
2,5,9/15/2014 5:48:40 PM,Light,3/16/1980 5:48:22 PM,3/16/1980 5:48:30 PM,8,0.12,0.52,
2,6,9/15/2014 5:50:40 PM,Light,3/16/1980 5:50:19 PM,3/16/1980 5:50:30 PM,11,-0.10,0.42,
2,7,9/15/2014 5:54:35 PM,Light,3/16/1980 5:54:21 PM,3/16/1980 5:54:25 PM,4,-0.07,0.35,
3,8,9/15/2014 6:11:29 PM,Light,3/16/1980 6:11:14 PM,3/16/1980 6:11:18 PM,4,-0.07,0.28,
3,9,9/15/2014 6:12:34 PM,Light,3/16/1980 6:12:21 PM,3/16/1980 6:12:23 PM,2,0.08,0.36,
3,10,9/15/2014 6:14:16 PM,Light,3/16/1980 6:13:59 PM,3/16/1980 6:14:06 PM,7,0.14,0.50,
3,11,9/15/2014 6:17:20 PM,Light,3/16/1980 6:16:58 PM,3/16/1980 6:17:10 PM,12,-0.11,0.39,
3,12,9/15/2014 6:27:50 PM,Light,3/16/1980 6:27:36 PM,3/16/1980 6:27:39 PM,3,0.07,0.45,
3,13,9/15/2014 6:28:35 PM,Light,3/16/1980 6:28:18 PM,3/16/1980 6:28:24 PM,6,-0.11,0.35,
3,14,9/15/2014 6:30:11 PM,Light,3/16/1980 6:29:27 PM,3/16/1980 6:29:59 PM,32,0.27,0.62,
4,15,9/15/2014 6:31:48 PM,Light,3/16/1980 6:30:18 PM,3/16/1980 6:31:38 PM,80,-0.07,0.56,
4,16,9/15/2014 6:33:13 PM,Light,3/16/1980 6:32:15 PM,3/16/1980 6:33:02 PM,47,-0.15,0.41,
4,17,9/15/2014 6:33:54 PM,Light,3/16/1980 6:33:40 PM,3/16/1980 6:33:44 PM,4,-0.04,0.37,
4,18,9/15/2014 6:35:21 PM,Light,3/16/1980 6:34:56 PM,3/16/1980 6:35:10 PM,14,0.22,0.59,
4,19,9/15/2014 6:37:52 PM,Light,3/16/1980 6:37:36 PM,3/16/1980 6:37:41 PM,5,0.06,0.65,
4,20,9/15/2014 6:38:43 PM,Light,3/16/1980 6:38:19 PM,3/16/1980 6:38:32 PM,13,-0.15,0.50,
4,21,9/15/2014 6:39:17 PM,Light,3/16/1980 6:39:01 PM,3/16/1980 6:39:06 PM,5,-0.06,0.44,
4,22,9/15/2014 6:40:14 PM,Light,3/16/1980 6:39:52 PM,3/16/1980 6:40:04 PM,12,0.03,0.47,
4,23,9/15/2014 6:40:45 PM,Light,3/16/1980 6:40:15 PM,3/16/1980 6:40:34 PM,19,0.19,0.66,
