Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,9/19/2014 3:59:48 PM,Light,3/20/1980 3:59:32 PM,3/20/1980 3:59:37 PM,5,-0.09,-0.09,
1,2,9/19/2014 4:00:48 PM,Light,3/20/1980 4:00:30 PM,3/20/1980 4:00:37 PM,7,0.04,-0.05,
1,3,9/19/2014 4:02:43 PM,Light,3/20/1980 4:02:12 PM,3/20/1980 4:02:33 PM,21,0.06,0.01,
1,4,9/19/2014 4:05:13 PM,Light,3/20/1980 4:04:44 PM,3/20/1980 4:05:03 PM,19,-0.04,-0.03,
2,5,9/19/2014 4:23:32 PM,Light,3/20/1980 4:23:15 PM,3/20/1980 4:23:21 PM,6,-0.13,-0.16,
7,6,9/19/2014 5:46:17 PM,Light,3/20/1980 5:45:57 PM,3/20/1980 5:46:06 PM,9,-0.03,-0.19,
7,7,9/19/2014 5:50:12 PM,Light,3/20/1980 5:49:48 PM,3/20/1980 5:50:01 PM,13,-0.12,-0.31,
7,8,9/19/2014 5:51:53 PM,Light,3/20/1980 5:51:28 PM,3/20/1980 5:51:42 PM,14,0.17,-0.14,
8,9,9/19/2014 6:02:14 PM,Light,3/20/1980 6:01:59 PM,3/20/1980 6:02:04 PM,5,0.10,-0.04,
9,10,9/19/2014 6:14:17 PM,Light,3/20/1980 6:14:05 PM,3/20/1980 6:14:06 PM,1,-0.08,-0.12,
10,11,9/19/2014 6:40:21 PM,Light,3/20/1980 6:39:57 PM,3/20/1980 6:40:11 PM,14,0.09,-0.03,
10,12,9/19/2014 6:43:27 PM,Light,3/20/1980 6:43:14 PM,3/20/1980 6:43:16 PM,2,-0.04,-0.07,
11,13,9/19/2014 6:45:23 PM,Light,3/20/1980 6:45:11 PM,3/20/1980 6:45:13 PM,2,0.08,0.01,
11,14,9/19/2014 6:56:46 PM,Light,3/20/1980 6:56:31 PM,3/20/1980 6:56:35 PM,4,-0.08,-0.07,
11,15,9/19/2014 6:57:42 PM,Light,3/20/1980 6:57:17 PM,3/20/1980 6:57:31 PM,14,0.08,0.00,
11,16,9/19/2014 6:58:11 PM,Light,3/20/1980 6:57:56 PM,3/20/1980 6:58:01 PM,5,-0.06,-0.05,
12,17,9/19/2014 7:12:36 PM,Dark,3/20/1980 7:12:21 PM,3/20/1980 7:12:26 PM,5,-0.21,-0.27,
12,18,9/19/2014 7:16:57 PM,Dark,3/20/1980 7:16:44 PM,3/20/1980 7:16:46 PM,2,0.03,-0.23,
13,19,9/19/2014 7:21:14 PM,Dark,3/20/1980 7:20:09 PM,3/20/1980 7:21:04 PM,55,-0.05,-0.28,
13,20,9/19/2014 7:28:02 PM,Dark,3/20/1980 7:27:39 PM,3/20/1980 7:27:51 PM,12,-0.06,-0.34,
13,21,9/19/2014 7:29:33 PM,Dark,3/20/1980 7:28:46 PM,3/20/1980 7:29:23 PM,37,0.13,-0.21,
13,22,9/19/2014 7:34:23 PM,Dark,3/20/1980 7:33:47 PM,3/20/1980 7:34:13 PM,26,0.05,-0.16,
14,23,9/19/2014 7:36:46 PM,Dark,3/20/1980 7:36:02 PM,3/20/1980 7:36:35 PM,33,-0.03,-0.19,
14,24,9/19/2014 7:46:19 PM,Dark,3/20/1980 7:45:58 PM,3/20/1980 7:46:08 PM,10,-0.04,-0.23,
14,25,9/19/2014 7:52:11 PM,Dark,3/20/1980 7:50:48 PM,3/20/1980 7:52:00 PM,72,0.10,-0.13,
14,26,9/19/2014 7:53:04 PM,Dark,3/20/1980 7:52:26 PM,3/20/1980 7:52:54 PM,28,-0.08,-0.21,
15,27,9/19/2014 7:56:43 PM,Dark,3/20/1980 7:56:22 PM,3/20/1980 7:56:32 PM,10,-0.03,-0.24,
15,28,9/19/2014 7:58:15 PM,Dark,3/20/1980 7:58:03 PM,3/20/1980 7:58:05 PM,2,0.03,-0.21,
15,29,9/19/2014 8:00:01 PM,Dark,3/20/1980 7:59:43 PM,3/20/1980 7:59:50 PM,7,0.09,-0.12,
15,30,9/19/2014 8:06:02 PM,Dark,3/20/1980 8:05:40 PM,3/20/1980 8:05:51 PM,11,-0.04,-0.16,
15,31,9/19/2014 8:06:37 PM,Dark,3/20/1980 8:06:10 PM,3/20/1980 8:06:26 PM,16,-0.05,-0.20,
15,32,9/19/2014 8:09:48 PM,Dark,3/20/1980 8:09:25 PM,3/20/1980 8:09:37 PM,12,0.04,-0.16,
16,33,9/19/2014 8:18:08 PM,Dark,3/20/1980 8:17:42 PM,3/20/1980 8:17:58 PM,16,-0.08,-0.24,
16,34,9/19/2014 8:20:01 PM,Dark,3/20/1980 8:19:46 PM,3/20/1980 8:19:51 PM,5,0.06,-0.17,
16,35,9/19/2014 8:21:06 PM,Dark,3/20/1980 8:20:42 PM,3/20/1980 8:20:55 PM,13,0.13,-0.05,
16,36,9/19/2014 8:26:52 PM,Dark,3/20/1980 8:26:29 PM,3/20/1980 8:26:41 PM,12,-0.03,-0.08,
17,37,9/19/2014 8:36:22 PM,Dark,3/21/1980 8:36:08 PM,3/21/1980 8:36:11 PM,3,0.05,-0.03,
17,38,9/19/2014 8:37:58 PM,Dark,3/21/1980 8:37:42 PM,3/21/1980 8:37:47 PM,5,-0.08,-0.11,
17,39,9/19/2014 8:39:06 PM,Dark,3/21/1980 8:38:53 PM,3/21/1980 8:38:55 PM,2,-0.04,-0.16,
18,40,9/19/2014 8:46:59 PM,Dark,3/21/1980 8:46:42 PM,3/21/1980 8:46:48 PM,6,-0.04,-0.20,
18,41,9/19/2014 8:49:12 PM,Dark,3/21/1980 8:48:52 PM,3/21/1980 8:49:02 PM,10,-0.04,-0.23,
18,42,9/19/2014 8:49:57 PM,Dark,3/21/1980 8:49:33 PM,3/21/1980 8:49:46 PM,13,-0.03,-0.27,
18,43,9/19/2014 8:55:59 PM,Dark,3/21/1980 8:55:37 PM,3/21/1980 8:55:48 PM,11,-0.05,-0.32,
18,44,9/19/2014 8:59:04 PM,Dark,3/21/1980 8:58:24 PM,3/21/1980 8:58:53 PM,29,0.06,-0.26,
19,45,9/19/2014 9:04:04 PM,Dark,3/21/1980 9:03:28 PM,3/21/1980 9:03:53 PM,25,-0.21,-0.47,
19,46,9/19/2014 9:04:58 PM,Dark,3/21/1980 9:04:04 PM,3/21/1980 9:04:47 PM,43,0.03,-0.44,
19,47,9/19/2014 9:07:09 PM,Dark,3/21/1980 9:06:46 PM,3/21/1980 9:06:56 PM,10,0.10,-0.34,
19,48,9/19/2014 9:14:50 PM,Dark,3/21/1980 9:14:31 PM,3/21/1980 9:14:39 PM,8,-0.05,-0.39,
20,49,9/19/2014 9:28:09 PM,Dark,3/21/1980 9:27:53 PM,3/21/1980 9:27:58 PM,5,-0.07,-0.46,
20,50,9/19/2014 9:34:01 PM,Dark,3/21/1980 9:33:40 PM,3/21/1980 9:33:50 PM,10,0.07,-0.39,
20,51,9/19/2014 9:34:41 PM,Dark,3/21/1980 9:34:15 PM,3/21/1980 9:34:30 PM,15,-0.04,-0.42,
21,52,9/19/2014 9:44:16 PM,Dark,3/21/1980 9:44:02 PM,3/21/1980 9:44:05 PM,3,-0.17,-0.60,
22,53,9/19/2014 9:52:41 PM,Dark,3/21/1980 9:52:24 PM,3/21/1980 9:52:30 PM,6,0.05,-0.55,
22,54,9/19/2014 9:54:10 PM,Dark,3/21/1980 9:53:11 PM,3/21/1980 9:53:59 PM,48,-0.15,-0.70,
22,55,9/19/2014 9:55:16 PM,Dark,3/21/1980 9:54:56 PM,3/21/1980 9:55:05 PM,9,-0.05,-0.75,
22,56,9/19/2014 9:58:28 PM,Dark,3/21/1980 9:57:10 PM,3/21/1980 9:58:17 PM,67,0.18,-0.57,
22,57,9/19/2014 10:03:50 PM,Dark,3/21/1980 10:03:30 PM,3/21/1980 10:03:40 PM,10,0.05,-0.53,
22,58,9/19/2014 10:08:39 PM,Dark,3/21/1980 10:08:10 PM,3/21/1980 10:08:28 PM,18,-0.03,-0.56,
23,59,9/19/2014 10:09:30 PM,Dark,3/21/1980 10:08:45 PM,3/21/1980 10:09:20 PM,35,-0.06,-0.62,
23,60,9/19/2014 10:10:49 PM,Dark,3/21/1980 10:10:22 PM,3/21/1980 10:10:39 PM,17,-0.05,-0.67,
23,61,9/19/2014 10:15:40 PM,Dark,3/21/1980 10:15:26 PM,3/21/1980 10:15:30 PM,4,-0.04,-0.71,
23,62,9/19/2014 10:21:18 PM,Dark,3/21/1980 10:21:01 PM,3/21/1980 10:21:07 PM,6,-0.09,-0.80,
23,63,9/19/2014 10:23:45 PM,Dark,3/21/1980 10:23:06 PM,3/21/1980 10:23:34 PM,28,0.11,-0.68,
24,64,9/19/2014 10:33:35 PM,Dark,3/21/1980 10:33:19 PM,3/21/1980 10:33:25 PM,6,-0.05,-0.73,
25,65,9/19/2014 10:50:44 PM,Dark,3/21/1980 10:50:27 PM,3/21/1980 10:50:33 PM,6,0.06,-0.67,
25,66,9/19/2014 10:51:25 PM,Dark,3/21/1980 10:51:09 PM,3/21/1980 10:51:15 PM,6,0.10,-0.57,
25,67,9/19/2014 10:52:29 PM,Dark,3/21/1980 10:51:36 PM,3/21/1980 10:52:18 PM,42,0.34,-0.23,
25,68,9/19/2014 10:55:03 PM,Dark,3/21/1980 10:54:25 PM,3/21/1980 10:54:52 PM,27,-0.03,-0.26,
26,69,9/19/2014 11:01:23 PM,Dark,3/21/1980 11:00:28 PM,3/21/1980 11:01:12 PM,44,0.11,-0.15,
26,70,9/19/2014 11:06:58 PM,Dark,3/21/1980 11:06:41 PM,3/21/1980 11:06:47 PM,6,0.05,-0.10,
26,71,9/19/2014 11:09:07 PM,Dark,3/21/1980 11:08:52 PM,3/21/1980 11:08:57 PM,5,0.05,-0.05,
26,72,9/19/2014 11:11:31 PM,Dark,3/21/1980 11:10:15 PM,3/21/1980 11:11:21 PM,66,0.08,0.03,
26,73,9/19/2014 11:12:32 PM,Dark,3/21/1980 11:12:15 PM,3/21/1980 11:12:21 PM,6,-0.08,-0.05,
27,74,9/19/2014 11:19:05 PM,Dark,3/21/1980 11:18:46 PM,3/21/1980 11:18:55 PM,9,-0.04,-0.10,
27,75,9/19/2014 11:21:26 PM,Dark,3/21/1980 11:20:55 PM,3/21/1980 11:21:15 PM,20,-0.09,-0.19,
27,76,9/19/2014 11:26:06 PM,Dark,3/21/1980 11:25:28 PM,3/21/1980 11:25:56 PM,28,0.08,-0.11,
27,77,9/19/2014 11:28:44 PM,Dark,3/21/1980 11:28:08 PM,3/21/1980 11:28:34 PM,26,-0.05,-0.16,
27,78,9/19/2014 11:29:13 PM,Dark,3/21/1980 11:28:55 PM,3/21/1980 11:29:03 PM,8,-0.15,-0.31,
27,79,9/19/2014 11:32:25 PM,Dark,3/21/1980 11:32:10 PM,3/21/1980 11:32:15 PM,5,0.04,-0.27,
28,80,9/19/2014 11:36:14 PM,Dark,3/21/1980 11:35:31 PM,3/21/1980 11:36:03 PM,32,-0.04,-0.31,
28,81,9/19/2014 11:38:59 PM,Dark,3/21/1980 11:38:35 PM,3/21/1980 11:38:48 PM,13,-0.10,-0.41,
28,82,9/19/2014 11:47:52 PM,Dark,3/21/1980 11:47:04 PM,3/21/1980 11:47:41 PM,37,0.03,-0.38,
28,83,9/19/2014 11:50:36 PM,Dark,3/21/1980 11:50:02 PM,3/21/1980 11:50:25 PM,23,0.05,-0.33,
29,84,9/19/2014 11:53:16 PM,Dark,3/21/1980 11:53:02 PM,3/21/1980 11:53:05 PM,3,0.03,-0.29,
29,85,9/19/2014 11:54:38 PM,Dark,3/21/1980 11:54:02 PM,3/21/1980 11:54:28 PM,26,-0.13,-0.42,
30,86,9/20/2014 12:09:50 AM,Dark,3/21/1980 12:09:23 AM,3/21/1980 12:09:40 AM,17,0.04,-0.38,
30,87,9/20/2014 12:15:31 AM,Dark,3/21/1980 12:14:33 AM,3/21/1980 12:15:21 AM,48,-0.15,-0.53,
30,88,9/20/2014 12:25:06 AM,Dark,3/21/1980 12:24:27 AM,3/21/1980 12:24:55 AM,28,0.05,-0.47,
31,89,9/20/2014 12:26:21 AM,Dark,3/21/1980 12:25:11 AM,3/21/1980 12:26:10 AM,59,-0.12,-0.59,
31,90,9/20/2014 12:35:50 AM,Dark,3/21/1980 12:35:36 AM,3/21/1980 12:35:40 AM,4,0.06,-0.53,
31,91,9/20/2014 12:39:16 AM,Dark,3/21/1980 12:39:04 AM,3/21/1980 12:39:06 AM,2,0.05,-0.49,
31,92,9/20/2014 12:40:27 AM,Dark,3/21/1980 12:40:11 AM,3/21/1980 12:40:16 AM,5,-0.10,-0.59,
32,93,9/20/2014 12:44:44 AM,Dark,3/21/1980 12:44:21 AM,3/21/1980 12:44:34 AM,13,0.03,-0.55,
32,94,9/20/2014 12:51:22 AM,Dark,3/21/1980 12:51:05 AM,3/21/1980 12:51:11 AM,6,-0.11,-0.67,
33,95,9/20/2014 1:11:21 AM,Dark,3/21/1980 1:09:25 AM,3/21/1980 1:11:11 AM,106,0.08,-0.59,
33,96,9/20/2014 1:12:58 AM,Dark,3/21/1980 1:12:41 AM,3/21/1980 1:12:47 AM,6,0.05,-0.54,
34,97,9/20/2014 1:17:42 AM,Dark,3/21/1980 1:17:11 AM,3/21/1980 1:17:31 AM,20,0.04,-0.51,
34,98,9/20/2014 1:24:12 AM,Dark,3/21/1980 1:23:39 AM,3/21/1980 1:24:01 AM,22,0.09,-0.41,
39,99,9/20/2014 2:43:26 AM,Dark,3/21/1980 2:43:09 AM,3/21/1980 2:43:16 AM,7,-0.09,-0.50,
40,100,9/20/2014 3:05:13 AM,Dark,3/21/1980 3:04:45 AM,3/21/1980 3:05:02 AM,17,-0.04,-0.54,
40,101,9/20/2014 3:06:12 AM,Dark,3/21/1980 3:05:50 AM,3/21/1980 3:06:01 AM,11,0.04,-0.50,
40,102,9/20/2014 3:09:59 AM,Dark,3/21/1980 3:09:24 AM,3/21/1980 3:09:48 AM,24,-0.05,-0.55,
40,103,9/20/2014 3:11:13 AM,Dark,3/21/1980 3:10:53 AM,3/21/1980 3:11:02 AM,9,-0.04,-0.58,
41,104,9/20/2014 3:15:08 AM,Dark,3/21/1980 3:14:55 AM,3/21/1980 3:14:58 AM,3,0.09,-0.49,
41,105,9/20/2014 3:15:52 AM,Dark,3/21/1980 3:15:16 AM,3/21/1980 3:15:41 AM,25,0.06,-0.43,
41,106,9/20/2014 3:25:11 AM,Dark,3/21/1980 3:24:33 AM,3/21/1980 3:25:01 AM,28,0.06,-0.37,
41,107,9/20/2014 3:26:24 AM,Dark,3/21/1980 3:25:45 AM,3/21/1980 3:26:13 AM,28,-0.05,-0.42,
41,108,9/20/2014 3:27:23 AM,Dark,3/21/1980 3:26:59 AM,3/21/1980 3:27:13 AM,14,-0.05,-0.46,
42,109,9/20/2014 3:34:32 AM,Dark,3/21/1980 3:34:15 AM,3/21/1980 3:34:21 AM,6,0.04,-0.43,
42,110,9/20/2014 3:42:35 AM,Dark,3/21/1980 3:42:20 AM,3/21/1980 3:42:25 AM,5,0.11,-0.31,
42,111,9/20/2014 3:45:43 AM,Dark,3/21/1980 3:45:20 AM,3/21/1980 3:45:33 AM,13,0.07,-0.24,
42,112,9/20/2014 3:48:06 AM,Dark,3/21/1980 3:47:38 AM,3/21/1980 3:47:56 AM,18,-0.06,-0.30,
43,113,9/20/2014 3:54:49 AM,Dark,3/21/1980 3:54:32 AM,3/21/1980 3:54:37 AM,5,0.12,-0.18,
43,114,9/20/2014 4:02:41 AM,Dark,3/21/1980 4:02:22 AM,3/21/1980 4:02:30 AM,8,0.12,-0.06,
44,115,9/20/2014 4:10:41 AM,Dark,3/21/1980 4:09:26 AM,3/21/1980 4:10:30 AM,64,-0.20,-0.25,
44,116,9/20/2014 4:13:35 AM,Dark,3/21/1980 4:12:51 AM,3/21/1980 4:13:25 AM,34,-0.20,-0.45,
44,117,9/20/2014 4:15:06 AM,Dark,3/21/1980 4:14:52 AM,3/21/1980 4:14:55 AM,3,0.06,-0.39,
45,118,9/20/2014 4:24:48 AM,Dark,3/21/1980 4:24:28 AM,3/21/1980 4:24:37 AM,9,0.04,-0.35,
45,119,9/20/2014 4:32:49 AM,Dark,3/21/1980 4:31:00 AM,3/21/1980 4:32:38 AM,98,0.08,-0.26,
45,120,9/20/2014 4:33:07 AM,Dark,3/21/1980 4:32:50 AM,3/21/1980 4:32:56 AM,6,-0.12,-0.38,
45,121,9/20/2014 4:34:46 AM,Dark,3/21/1980 4:33:07 AM,3/21/1980 4:34:35 AM,88,0.22,-0.16,
46,122,9/20/2014 4:49:20 AM,Dark,3/21/1980 4:48:29 AM,3/21/1980 4:49:10 AM,41,0.23,0.07,
46,123,9/20/2014 4:54:17 AM,Dark,3/21/1980 4:53:42 AM,3/21/1980 4:54:06 AM,24,-0.05,0.02,
48,124,9/20/2014 5:20:38 AM,Dark,3/21/1980 5:20:03 AM,3/21/1980 5:20:27 AM,24,-0.05,-0.03,
48,125,9/20/2014 5:21:55 AM,Dark,3/21/1980 5:21:34 AM,3/21/1980 5:21:45 AM,11,-0.04,-0.07,
48,126,9/20/2014 5:23:10 AM,Dark,3/21/1980 5:22:55 AM,3/21/1980 5:22:59 AM,4,0.06,-0.01,
48,127,9/20/2014 5:24:43 AM,Dark,3/21/1980 5:23:47 AM,3/21/1980 5:24:33 AM,46,0.04,0.03,
48,128,9/20/2014 5:30:12 AM,Dark,3/21/1980 5:29:13 AM,3/21/1980 5:30:01 AM,48,0.07,0.10,
49,129,9/20/2014 5:32:16 AM,Dark,3/21/1980 5:31:54 AM,3/21/1980 5:32:05 AM,11,-0.04,0.06,
49,130,9/20/2014 5:35:37 AM,Dark,3/21/1980 5:35:20 AM,3/21/1980 5:35:26 AM,6,-0.03,0.03,
49,131,9/20/2014 5:38:15 AM,Dark,3/21/1980 5:36:50 AM,3/21/1980 5:38:05 AM,75,-0.05,-0.03,
49,132,9/20/2014 5:39:58 AM,Dark,3/21/1980 5:39:01 AM,3/21/1980 5:39:47 AM,46,0.06,0.03,
50,133,9/20/2014 5:53:44 AM,Dark,3/21/1980 5:53:21 AM,3/21/1980 5:53:33 AM,12,-0.08,-0.05,
50,134,9/20/2014 6:02:56 AM,Dark,3/21/1980 6:02:41 AM,3/21/1980 6:02:45 AM,4,-0.04,-0.10,
