Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,9/15/2014 5:23:00 PM,Light,3/16/1980 5:22:21 PM,3/16/1980 5:22:49 PM,28,0.06,0.06,
1,2,9/15/2014 5:25:55 PM,Light,3/16/1980 5:25:33 PM,3/16/1980 5:25:45 PM,12,0.04,0.09,
1,3,9/15/2014 5:26:57 PM,Light,3/16/1980 5:26:40 PM,3/16/1980 5:26:46 PM,6,-0.17,-0.08,
2,4,9/15/2014 5:41:36 PM,Light,3/16/1980 5:41:12 PM,3/16/1980 5:41:25 PM,13,-0.04,-0.12,
2,5,9/15/2014 5:42:14 PM,Light,3/16/1980 5:41:46 PM,3/16/1980 5:42:04 PM,18,0.12,-0.01,
2,6,9/15/2014 5:55:25 PM,Light,3/16/1980 5:54:55 PM,3/16/1980 5:55:14 PM,19,-0.08,-0.08,
2,7,9/15/2014 5:56:44 PM,Light,3/16/1980 5:56:28 PM,3/16/1980 5:56:33 PM,5,-0.06,-0.15,
2,8,9/15/2014 5:58:23 PM,Light,3/16/1980 5:56:44 PM,3/16/1980 5:58:12 PM,88,0.09,-0.06,
2,9,9/15/2014 5:58:59 PM,Light,3/16/1980 5:58:23 PM,3/16/1980 5:58:48 PM,25,-0.13,-0.19,
3,10,9/15/2014 6:17:00 PM,Light,3/16/1980 6:16:44 PM,3/16/1980 6:16:49 PM,5,-0.06,-0.25,
3,11,9/15/2014 6:19:00 PM,Light,3/16/1980 6:17:56 PM,3/16/1980 6:18:49 PM,53,-0.10,-0.35,
3,12,9/15/2014 6:19:15 PM,Light,3/16/1980 6:19:02 PM,3/16/1980 6:19:04 PM,2,-0.13,-0.49,
3,13,9/15/2014 6:20:00 PM,Light,3/16/1980 6:19:24 PM,3/16/1980 6:19:49 PM,25,-0.06,-0.54,
3,14,9/15/2014 6:20:49 PM,Light,3/16/1980 6:20:35 PM,3/16/1980 6:20:38 PM,3,-0.04,-0.58,
4,15,9/15/2014 6:41:59 PM,Light,3/16/1980 6:41:12 PM,3/16/1980 6:41:48 PM,36,-0.04,-0.62,
4,16,9/15/2014 6:44:30 PM,Light,3/16/1980 6:43:08 PM,3/16/1980 6:44:20 PM,72,-0.11,-0.73,
4,17,9/15/2014 6:49:25 PM,Light,3/16/1980 6:49:10 PM,3/16/1980 6:49:14 PM,4,0.03,-0.70,
5,18,9/15/2014 7:03:20 PM,Light,3/16/1980 7:03:07 PM,3/16/1980 7:03:10 PM,3,0.07,-0.62,
5,19,9/15/2014 7:03:37 PM,Light,3/16/1980 7:03:22 PM,3/16/1980 7:03:27 PM,5,0.05,-0.57,
5,20,9/15/2014 7:05:24 PM,Light,3/16/1980 7:04:12 PM,3/16/1980 7:05:13 PM,61,-0.16,-0.73,
6,21,9/15/2014 7:29:21 PM,Dark,3/16/1980 7:27:02 PM,3/16/1980 7:29:10 PM,128,0.03,-0.70,
6,22,9/15/2014 7:29:45 PM,Dark,3/16/1980 7:29:29 PM,3/16/1980 7:29:34 PM,5,-0.07,-0.76,
7,23,9/15/2014 7:50:03 PM,Dark,3/16/1980 7:49:17 PM,3/16/1980 7:49:52 PM,35,0.07,-0.69,
7,24,9/15/2014 7:52:03 PM,Dark,3/16/1980 7:50:15 PM,3/16/1980 7:51:53 PM,98,0.07,-0.62,
7,25,9/15/2014 7:52:23 PM,Dark,3/16/1980 7:52:05 PM,3/16/1980 7:52:12 PM,7,-0.12,-0.74,
7,26,9/15/2014 8:10:28 PM,Dark,3/16/1980 8:09:56 PM,3/16/1980 8:10:17 PM,21,0.11,-0.63,
7,27,9/15/2014 8:11:13 PM,Dark,3/16/1980 8:10:38 PM,3/16/1980 8:11:03 PM,25,-0.13,-0.76,
7,28,9/15/2014 8:12:29 PM,Dark,3/16/1980 8:11:23 PM,3/16/1980 8:12:18 PM,55,-0.04,-0.80,
8,29,9/15/2014 8:15:01 PM,Dark,3/16/1980 8:12:29 PM,3/16/1980 8:14:50 PM,141,-0.07,-0.87,
8,30,9/15/2014 8:33:53 PM,Dark,3/16/1980 8:33:21 PM,3/16/1980 8:33:42 PM,21,0.04,-0.83,
8,31,9/15/2014 8:34:56 PM,Dark,3/17/1980 8:33:54 PM,3/17/1980 8:34:46 PM,52,0.05,-0.77,
8,32,9/15/2014 8:37:03 PM,Dark,3/17/1980 8:35:08 PM,3/17/1980 8:36:52 PM,104,-0.05,-0.82,
8,33,9/15/2014 8:37:39 PM,Dark,3/17/1980 8:37:05 PM,3/17/1980 8:37:29 PM,24,-0.10,-0.92,
9,34,9/15/2014 8:56:34 PM,Dark,3/17/1980 8:56:04 PM,3/17/1980 8:56:23 PM,19,-0.06,-0.98,
9,35,9/15/2014 8:56:58 PM,Dark,3/17/1980 8:56:36 PM,3/17/1980 8:56:47 PM,11,0.17,-0.81,
9,36,9/15/2014 8:58:04 PM,Dark,3/17/1980 8:57:32 PM,3/17/1980 8:57:53 PM,21,-0.07,-0.88,
9,37,9/15/2014 8:58:29 PM,Dark,3/17/1980 8:58:06 PM,3/17/1980 8:58:19 PM,13,0.10,-0.78,
9,38,9/15/2014 9:00:02 PM,Dark,3/17/1980 8:58:31 PM,3/17/1980 8:59:52 PM,81,-0.07,-0.85,
10,39,9/15/2014 9:15:44 PM,Dark,3/17/1980 9:15:28 PM,3/17/1980 9:15:34 PM,6,0.08,-0.77,
10,40,9/15/2014 9:21:42 PM,Dark,3/17/1980 9:21:16 PM,3/17/1980 9:21:30 PM,14,-0.05,-0.83,
10,41,9/15/2014 9:21:57 PM,Dark,3/17/1980 9:21:43 PM,3/17/1980 9:21:46 PM,3,0.17,-0.66,
10,42,9/15/2014 9:22:25 PM,Dark,3/17/1980 9:22:00 PM,3/17/1980 9:22:14 PM,14,0.14,-0.51,
11,43,9/15/2014 9:34:58 PM,Dark,3/17/1980 9:34:24 PM,3/17/1980 9:34:47 PM,23,-0.08,-0.60,
11,44,9/15/2014 9:43:26 PM,Dark,3/17/1980 9:40:58 PM,3/17/1980 9:43:15 PM,137,-0.04,-0.64,
11,45,9/15/2014 9:43:52 PM,Dark,3/17/1980 9:43:27 PM,3/17/1980 9:43:41 PM,14,-0.03,-0.67,
11,46,9/15/2014 9:46:04 PM,Dark,3/17/1980 9:45:41 PM,3/17/1980 9:45:54 PM,13,-0.11,-0.78,
12,47,9/15/2014 10:05:52 PM,Dark,3/17/1980 10:03:42 PM,3/17/1980 10:05:41 PM,119,0.10,-0.68,
12,48,9/15/2014 10:07:40 PM,Dark,3/17/1980 10:07:00 PM,3/17/1980 10:07:30 PM,30,0.08,-0.59,
13,49,9/15/2014 10:29:21 PM,Dark,3/17/1980 10:26:10 PM,3/17/1980 10:29:10 PM,180,-0.08,-0.67,
13,50,9/15/2014 10:29:50 PM,Dark,3/17/1980 10:29:31 PM,3/17/1980 10:29:39 PM,8,0.07,-0.60,
13,51,9/15/2014 10:30:25 PM,Dark,3/17/1980 10:29:57 PM,3/17/1980 10:30:14 PM,17,-0.07,-0.67,
13,52,9/15/2014 10:45:44 PM,Dark,3/17/1980 10:45:28 PM,3/17/1980 10:45:33 PM,5,-0.04,-0.71,
14,53,9/15/2014 10:50:22 PM,Dark,3/17/1980 10:48:22 PM,3/17/1980 10:50:12 PM,110,-0.10,-0.81,
14,54,9/15/2014 10:51:15 PM,Dark,3/17/1980 10:50:59 PM,3/17/1980 10:51:05 PM,6,-0.05,-0.86,
14,55,9/15/2014 10:52:42 PM,Dark,3/17/1980 10:51:40 PM,3/17/1980 10:52:31 PM,51,0.14,-0.72,
14,56,9/15/2014 10:58:52 PM,Dark,3/17/1980 10:58:12 PM,3/17/1980 10:58:42 PM,30,-0.09,-0.82,
14,57,9/15/2014 10:59:43 PM,Dark,3/17/1980 10:59:11 PM,3/17/1980 10:59:33 PM,22,0.13,-0.68,
