Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
8,1,9/15/2014 8:37:09 PM,Dark,3/16/1980 5:24:34 PM,3/17/1980 8:36:58 PM,11544,0.17,0.17,
14,2,9/15/2014 10:52:49 PM,Dark,3/17/1980 8:37:09 PM,3/17/1980 10:52:38 PM,8129,0.37,0.54,
30,3,9/16/2014 5:35:45 AM,Dark,3/17/1980 10:52:49 PM,3/17/1980 5:35:34 AM,24165,0.53,1.06,
30,4,9/16/2014 5:57:32 AM,Dark,3/17/1980 5:35:47 AM,3/17/1980 5:57:22 AM,1295,0.13,1.19,
33,5,9/16/2014 7:05:23 AM,Dark,3/17/1980 5:57:33 AM,3/17/1980 7:05:12 AM,4059,0.15,1.35,
34,6,9/16/2014 7:34:07 AM,Light,3/17/1980 7:05:24 AM,3/17/1980 7:33:57 AM,1713,-0.04,1.31,
37,7,9/16/2014 8:55:57 AM,Light,3/17/1980 7:51:53 AM,3/17/1980 8:55:46 AM,3833,0.23,1.53,
39,8,9/16/2014 9:28:35 AM,Light,3/17/1980 8:55:58 AM,3/17/1980 9:28:23 AM,1945,-0.05,1.48,
39,9,9/16/2014 9:29:10 AM,Light,3/17/1980 9:28:35 AM,3/17/1980 9:28:59 AM,24,-0.08,1.40,
39,10,9/16/2014 9:42:26 AM,Light,3/17/1980 9:29:11 AM,3/17/1980 9:42:15 AM,784,0.15,1.56,
40,11,9/16/2014 9:57:24 AM,Light,3/17/1980 9:42:27 AM,3/17/1980 9:57:14 AM,887,-0.04,1.52,
43,12,9/16/2014 11:06:16 AM,Light,3/17/1980 11:05:16 AM,3/17/1980 11:06:05 AM,49,0.12,1.64,
43,13,9/16/2014 11:16:56 AM,Light,3/17/1980 11:06:23 AM,3/17/1980 11:16:45 AM,622,0.04,1.68,
44,14,9/16/2014 11:51:58 AM,Light,3/17/1980 11:16:56 AM,3/17/1980 11:51:48 AM,2092,-0.06,1.62,
46,15,9/16/2014 12:24:19 PM,Light,3/17/1980 11:51:59 AM,3/17/1980 12:24:08 PM,1929,0.09,1.71,
47,16,9/16/2014 12:59:21 PM,Light,3/17/1980 12:24:21 PM,3/17/1980 12:59:10 PM,2089,0.15,1.86,
49,17,9/16/2014 1:42:43 PM,Light,3/17/1980 12:59:21 PM,3/17/1980 1:42:32 PM,2591,-0.06,1.79,
49,18,9/16/2014 1:44:11 PM,Light,3/17/1980 1:42:43 PM,3/17/1980 1:44:00 PM,77,-0.04,1.75,
51,19,9/16/2014 2:41:51 PM,Light,3/17/1980 1:44:12 PM,3/17/1980 2:41:41 PM,3449,0.08,1.84,
51,20,9/16/2014 2:47:15 PM,Light,3/17/1980 2:41:52 PM,3/17/1980 2:47:05 PM,313,-0.09,1.75,
51,21,9/16/2014 2:47:33 PM,Light,3/17/1980 2:47:18 PM,3/17/1980 2:47:23 PM,5,0.08,1.83,
53,22,9/16/2014 3:33:09 PM,Light,3/17/1980 3:19:56 PM,3/17/1980 3:32:58 PM,782,-0.07,1.76,
53,23,9/16/2014 3:33:33 PM,Light,3/17/1980 3:33:10 PM,3/17/1980 3:33:22 PM,12,0.03,1.79,
54,24,9/16/2014 3:50:01 PM,Light,3/17/1980 3:33:35 PM,3/17/1980 3:49:50 PM,975,-0.21,1.59,
56,25,9/16/2014 4:55:21 PM,Light,3/17/1980 4:09:31 PM,3/17/1980 4:55:10 PM,2739,0.25,1.84,
56,26,9/16/2014 4:57:24 PM,Light,3/17/1980 4:55:22 PM,3/17/1980 4:57:13 PM,111,-0.06,1.77,
57,27,9/16/2014 5:07:22 PM,Light,3/17/1980 4:57:25 PM,3/17/1980 5:07:11 PM,586,0.15,1.93,
58,28,9/16/2014 5:43:03 PM,Light,3/17/1980 5:27:41 PM,3/17/1980 5:42:52 PM,911,-0.08,1.85,
60,29,9/16/2014 6:21:07 PM,Light,3/17/1980 5:43:05 PM,3/17/1980 6:20:56 PM,2271,-0.06,1.79,
60,30,9/16/2014 6:21:49 PM,Light,3/17/1980 6:21:10 PM,3/17/1980 6:21:39 PM,29,0.04,1.82,
60,31,9/16/2014 6:22:09 PM,Light,3/17/1980 6:21:50 PM,3/17/1980 6:21:58 PM,8,-0.16,1.67,
62,32,9/16/2014 7:27:30 PM,Dark,3/17/1980 6:22:09 PM,3/17/1980 7:27:20 PM,3911,0.33,2.00,
62,33,9/16/2014 7:33:34 PM,Dark,3/17/1980 7:27:31 PM,3/17/1980 7:33:23 PM,352,0.14,2.14,
63,34,9/16/2014 7:50:55 PM,Dark,3/17/1980 7:33:34 PM,3/17/1980 7:50:44 PM,1030,-0.07,2.07,
64,35,9/16/2014 8:16:02 PM,Dark,3/17/1980 7:50:56 PM,3/17/1980 8:15:51 PM,1495,0.38,2.45,
65,36,9/16/2014 8:38:41 PM,Dark,3/17/1980 8:16:55 PM,3/18/1980 8:38:31 PM,1296,0.05,2.50,
67,37,9/16/2014 9:24:20 PM,Dark,3/18/1980 8:38:44 PM,3/18/1980 9:24:09 PM,2725,0.34,2.84,
69,38,9/16/2014 10:27:52 PM,Dark,3/18/1980 9:24:21 PM,3/18/1980 10:27:42 PM,3801,0.16,3.00,
75,39,9/17/2014 12:44:30 AM,Dark,3/18/1980 10:27:53 PM,3/18/1980 12:44:19 AM,8186,0.69,3.69,
81,40,9/17/2014 3:21:14 AM,Dark,3/18/1980 12:44:31 AM,3/18/1980 3:21:03 AM,9392,0.10,3.79,
88,41,9/17/2014 6:31:18 AM,Dark,3/18/1980 4:25:50 AM,3/18/1980 6:31:08 AM,7518,0.21,4.01,
89,42,9/17/2014 6:45:26 AM,Dark,3/18/1980 6:31:20 AM,3/18/1980 6:45:14 AM,834,-0.12,3.89,
89,43,9/17/2014 7:00:34 AM,Dark,3/18/1980 6:45:27 AM,3/18/1980 7:00:23 AM,896,0.05,3.94,
89,44,9/17/2014 7:01:00 AM,Dark,3/18/1980 7:00:36 AM,3/18/1980 7:00:49 AM,13,0.22,4.16,
90,45,9/17/2014 7:24:45 AM,Light,3/18/1980 7:21:16 AM,3/18/1980 7:24:34 AM,198,0.33,4.49,
91,46,9/17/2014 7:31:42 AM,Light,3/18/1980 7:24:45 AM,3/18/1980 7:31:31 AM,406,-0.33,4.16,
91,47,9/17/2014 7:48:29 AM,Light,3/18/1980 7:31:43 AM,3/18/1980 7:48:19 AM,996,0.15,4.31,
93,48,9/17/2014 8:22:28 AM,Light,3/18/1980 7:48:30 AM,3/18/1980 8:22:18 AM,2028,-0.06,4.25,
93,49,9/17/2014 8:34:48 AM,Light,3/18/1980 8:22:38 AM,3/18/1980 8:34:37 AM,719,0.27,4.52,
93,50,9/17/2014 8:39:39 AM,Light,3/18/1980 8:34:48 AM,3/18/1980 8:39:29 AM,281,0.19,4.70,
94,51,9/17/2014 8:51:28 AM,Light,3/18/1980 8:39:40 AM,3/18/1980 8:51:18 AM,698,-0.24,4.46,
94,52,9/17/2014 8:52:51 AM,Light,3/18/1980 8:51:29 AM,3/18/1980 8:52:41 AM,72,0.09,4.55,
94,53,9/17/2014 8:54:16 AM,Light,3/18/1980 8:52:54 AM,3/18/1980 8:54:05 AM,71,0.12,4.67,
95,54,9/17/2014 9:21:36 AM,Light,3/18/1980 8:54:18 AM,3/18/1980 9:21:25 AM,1627,-0.18,4.49,
95,55,9/17/2014 9:27:11 AM,Light,3/18/1980 9:26:30 AM,3/18/1980 9:27:00 AM,30,0.25,4.75,
96,56,9/17/2014 9:58:53 AM,Light,3/18/1980 9:27:11 AM,3/18/1980 9:58:42 AM,1891,-0.28,4.46,
97,57,9/17/2014 10:04:24 AM,Light,3/18/1980 9:58:54 AM,3/18/1980 10:04:13 AM,319,0.23,4.69,
97,58,9/17/2014 10:14:47 AM,Light,3/18/1980 10:11:03 AM,3/18/1980 10:14:36 AM,213,0.16,4.85,
98,59,9/17/2014 10:40:39 AM,Light,3/18/1980 10:14:47 AM,3/18/1980 10:40:29 AM,1542,-0.24,4.61,
