Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,9/15/2014 5:25:06 PM,Light,3/16/1980 5:15:00 PM,3/16/1980 5:24:56 PM,596,-0.09,-0.09,
1,2,9/15/2014 5:25:34 PM,Light,3/16/1980 5:25:08 PM,3/16/1980 5:25:23 PM,15,0.15,0.06,
1,3,9/15/2014 5:25:56 PM,Light,3/16/1980 5:25:40 PM,3/16/1980 5:25:46 PM,6,0.12,0.18,
1,4,9/15/2014 5:27:07 PM,Light,3/16/1980 5:26:48 PM,3/16/1980 5:26:56 PM,8,0.06,0.24,
1,5,9/15/2014 5:29:38 PM,Light,3/16/1980 5:29:24 PM,3/16/1980 5:29:27 PM,3,0.09,0.33,
1,6,9/15/2014 5:31:02 PM,Light,3/16/1980 5:30:39 PM,3/16/1980 5:30:52 PM,13,-0.13,0.20,
1,7,9/15/2014 5:33:07 PM,Light,3/16/1980 5:31:45 PM,3/16/1980 5:32:56 PM,71,-0.19,0.00,
1,8,9/15/2014 5:33:46 PM,Light,3/16/1980 5:33:07 PM,3/16/1980 5:33:35 PM,28,0.08,0.08,
1,9,9/15/2014 5:35:25 PM,Light,3/16/1980 5:34:04 PM,3/16/1980 5:35:14 PM,70,-0.11,-0.03,
2,10,9/15/2014 5:41:25 PM,Light,3/16/1980 5:41:04 PM,3/16/1980 5:41:15 PM,11,-0.05,-0.07,
2,11,9/15/2014 5:43:59 PM,Light,3/16/1980 5:43:27 PM,3/16/1980 5:43:48 PM,21,0.15,0.08,
2,12,9/15/2014 5:44:22 PM,Light,3/16/1980 5:44:08 PM,3/16/1980 5:44:11 PM,3,-0.04,0.04,
2,13,9/15/2014 5:46:38 PM,Light,3/16/1980 5:45:57 PM,3/16/1980 5:46:27 PM,30,0.08,0.12,
2,14,9/15/2014 5:55:09 PM,Light,3/16/1980 5:50:47 PM,3/16/1980 5:54:58 PM,251,0.25,0.37,
2,15,9/15/2014 5:55:33 PM,Light,3/16/1980 5:55:09 PM,3/16/1980 5:55:22 PM,13,0.04,0.41,
2,16,9/15/2014 5:56:04 PM,Light,3/16/1980 5:55:35 PM,3/16/1980 5:55:53 PM,18,-0.13,0.28,
2,17,9/15/2014 5:56:27 PM,Light,3/16/1980 5:56:05 PM,3/16/1980 5:56:16 PM,11,-0.15,0.13,
2,18,9/15/2014 5:57:00 PM,Light,3/16/1980 5:56:27 PM,3/16/1980 5:56:49 PM,22,0.12,0.26,
2,19,9/15/2014 5:57:15 PM,Light,3/16/1980 5:57:00 PM,3/16/1980 5:57:05 PM,5,-0.08,0.17,
2,20,9/15/2014 5:57:41 PM,Light,3/16/1980 5:57:27 PM,3/16/1980 5:57:31 PM,4,-0.08,0.10,
2,21,9/15/2014 5:59:53 PM,Light,3/16/1980 5:59:32 PM,3/16/1980 5:59:43 PM,11,0.06,0.16,
2,22,9/15/2014 6:02:07 PM,Light,3/16/1980 6:01:50 PM,3/16/1980 6:01:56 PM,6,-0.08,0.07,
2,23,9/15/2014 6:05:38 PM,Light,3/16/1980 6:02:09 PM,3/16/1980 6:05:27 PM,198,0.13,0.21,
3,24,9/15/2014 6:05:55 PM,Light,3/16/1980 6:05:38 PM,3/16/1980 6:05:44 PM,6,0.07,0.28,
3,25,9/15/2014 6:11:47 PM,Light,3/16/1980 6:05:56 PM,3/16/1980 6:11:36 PM,340,-0.07,0.21,
3,26,9/15/2014 6:21:40 PM,Light,3/16/1980 6:20:17 PM,3/16/1980 6:21:29 PM,72,-0.20,0.02,
3,27,9/15/2014 6:22:25 PM,Light,3/16/1980 6:21:49 PM,3/16/1980 6:22:15 PM,26,0.15,0.17,
3,28,9/15/2014 6:23:38 PM,Light,3/16/1980 6:22:42 PM,3/16/1980 6:23:27 PM,45,-0.06,0.11,
5,29,9/15/2014 7:08:22 PM,Dark,3/16/1980 7:07:25 PM,3/16/1980 7:08:11 PM,46,-0.11,0.00,
5,30,9/15/2014 7:08:56 PM,Dark,3/16/1980 7:08:42 PM,3/16/1980 7:08:46 PM,4,-0.06,-0.06,
5,31,9/15/2014 7:11:10 PM,Dark,3/16/1980 7:10:05 PM,3/16/1980 7:10:59 PM,54,0.16,0.10,
