Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,9/19/2014 3:56:53 PM,Light,3/20/1980 3:55:29 PM,3/20/1980 3:56:43 PM,74,0.03,0.03,
1,2,9/19/2014 3:57:11 PM,Light,3/20/1980 3:56:55 PM,3/20/1980 3:57:00 PM,5,0.07,0.10,
1,3,9/19/2014 3:57:47 PM,Light,3/20/1980 3:57:34 PM,3/20/1980 3:57:37 PM,3,-0.12,-0.02,
1,4,9/19/2014 4:00:48 PM,Light,3/20/1980 4:00:33 PM,3/20/1980 4:00:37 PM,4,0.08,0.06,
1,5,9/19/2014 4:03:22 PM,Light,3/20/1980 4:00:51 PM,3/20/1980 4:03:11 PM,140,-0.21,-0.16,
1,6,9/19/2014 4:03:41 PM,Light,3/20/1980 4:03:25 PM,3/20/1980 4:03:30 PM,5,-0.11,-0.27,
1,7,9/19/2014 4:04:45 PM,Light,3/20/1980 4:03:42 PM,3/20/1980 4:04:34 PM,52,0.16,-0.11,
1,8,9/19/2014 4:06:18 PM,Light,3/20/1980 4:06:02 PM,3/20/1980 4:06:08 PM,6,0.22,0.11,
1,9,9/19/2014 4:10:40 PM,Light,3/20/1980 4:08:31 PM,3/20/1980 4:10:29 PM,118,-0.10,0.01,
2,10,9/19/2014 4:12:19 PM,Light,3/20/1980 4:11:48 PM,3/20/1980 4:12:08 PM,20,-0.08,-0.07,
2,11,9/19/2014 4:14:02 PM,Light,3/20/1980 4:13:34 PM,3/20/1980 4:13:52 PM,18,-0.25,-0.32,
2,12,9/19/2014 4:18:52 PM,Light,3/20/1980 4:15:07 PM,3/20/1980 4:18:41 PM,214,0.04,-0.28,
2,13,9/19/2014 4:19:12 PM,Light,3/20/1980 4:18:54 PM,3/20/1980 4:19:01 PM,7,-0.06,-0.35,
2,14,9/19/2014 4:24:38 PM,Light,3/20/1980 4:22:16 PM,3/20/1980 4:24:27 PM,131,-0.09,-0.44,
2,15,9/19/2014 4:25:59 PM,Light,3/20/1980 4:25:36 PM,3/20/1980 4:25:49 PM,13,0.09,-0.34,
2,16,9/19/2014 4:26:46 PM,Light,3/20/1980 4:26:31 PM,3/20/1980 4:26:35 PM,4,-0.06,-0.40,
2,17,9/19/2014 4:28:33 PM,Light,3/20/1980 4:28:10 PM,3/20/1980 4:28:23 PM,13,-0.11,-0.51,
2,18,9/19/2014 4:28:56 PM,Light,3/20/1980 4:28:35 PM,3/20/1980 4:28:46 PM,11,0.04,-0.47,
3,19,9/19/2014 4:29:24 PM,Light,3/20/1980 4:29:11 PM,3/20/1980 4:29:14 PM,3,0.06,-0.40,
3,20,9/19/2014 4:31:58 PM,Light,3/20/1980 4:29:40 PM,3/20/1980 4:31:47 PM,127,-0.05,-0.45,
3,21,9/19/2014 4:32:40 PM,Light,3/20/1980 4:32:10 PM,3/20/1980 4:32:29 PM,19,-0.18,-0.64,
3,22,9/19/2014 4:32:57 PM,Light,3/20/1980 4:32:42 PM,3/20/1980 4:32:46 PM,4,0.05,-0.59,
3,23,9/19/2014 4:33:13 PM,Light,3/20/1980 4:32:59 PM,3/20/1980 4:33:02 PM,3,0.05,-0.54,
3,24,9/19/2014 4:33:58 PM,Light,3/20/1980 4:33:14 PM,3/20/1980 4:33:48 PM,34,0.09,-0.44,
3,25,9/19/2014 4:34:30 PM,Light,3/20/1980 4:34:16 PM,3/20/1980 4:34:20 PM,4,0.22,-0.23,
3,26,9/19/2014 4:39:54 PM,Light,3/20/1980 4:39:23 PM,3/20/1980 4:39:44 PM,21,0.11,-0.11,
3,27,9/19/2014 4:40:53 PM,Light,3/20/1980 4:40:21 PM,3/20/1980 4:40:42 PM,21,-0.06,-0.17,
3,28,9/19/2014 4:41:16 PM,Light,3/20/1980 4:40:53 PM,3/20/1980 4:41:06 PM,13,0.17,-0.01,
3,29,9/19/2014 4:42:12 PM,Light,3/20/1980 4:41:19 PM,3/20/1980 4:42:01 PM,42,0.27,0.26,
4,30,9/19/2014 4:48:14 PM,Light,3/20/1980 4:47:51 PM,3/20/1980 4:48:03 PM,12,-0.06,0.20,
4,31,9/19/2014 4:48:31 PM,Light,3/20/1980 4:48:15 PM,3/20/1980 4:48:20 PM,5,-0.18,0.03,
4,32,9/19/2014 4:48:46 PM,Light,3/20/1980 4:48:32 PM,3/20/1980 4:48:35 PM,3,0.18,0.21,
4,33,9/19/2014 4:49:31 PM,Light,3/20/1980 4:49:19 PM,3/20/1980 4:49:21 PM,2,-0.06,0.14,
4,34,9/19/2014 4:56:33 PM,Light,3/20/1980 4:56:11 PM,3/20/1980 4:56:22 PM,11,-0.12,0.03,
4,35,9/19/2014 5:02:10 PM,Light,3/20/1980 4:59:44 PM,3/20/1980 5:01:59 PM,135,0.17,0.20,
4,36,9/19/2014 5:02:25 PM,Light,3/20/1980 5:02:10 PM,3/20/1980 5:02:14 PM,4,-0.22,-0.02,
4,37,9/19/2014 5:02:58 PM,Light,3/20/1980 5:02:44 PM,3/20/1980 5:02:47 PM,3,-0.05,-0.08,
5,38,9/19/2014 5:03:14 PM,Light,3/20/1980 5:02:59 PM,3/20/1980 5:03:03 PM,4,0.05,-0.02,
5,39,9/19/2014 5:09:33 PM,Light,3/20/1980 5:07:07 PM,3/20/1980 5:09:22 PM,135,-0.07,-0.10,
5,40,9/19/2014 5:09:57 PM,Light,3/20/1980 5:09:43 PM,3/20/1980 5:09:47 PM,4,-0.14,-0.24,
5,41,9/19/2014 5:10:53 PM,Light,3/20/1980 5:10:08 PM,3/20/1980 5:10:43 PM,35,-0.08,-0.31,
