"","age","animal.Alive","animal.Background","animal.Cage","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","experiment.fasting_time","experiment.time","Treatment","Weight","Start.Age","Week"
"3708",35,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-03-13","fed",6449,"22120",NA,NA,"Saline",22.12,69,-5
"3709",69,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-04-16","fed",7069,"30700",NA,NA,"Saline",30.7,69,0
"3710",76,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-04-23","fed",7131,"36500",NA,"16:00:00","Saline",36.5,69,1
"3711",84,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-05-01","fed",7381,"39400",NA,NA,"Saline",39.4,69,2
"3712",90,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-05-07","fed",7626,"41200",NA,NA,"Saline",41.2,69,3
"3713",97,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-05-14","fed",7795,"42700",NA,NA,"Saline",42.7,69,4
"3714",104,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-05-21","fed",7945,"44500",NA,NA,"Saline",44.5,69,5
"3715",104,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Total Fat Mass","2014-05-21","fed",8058,"17620",NA,NA,"Saline",17.62,69,5
"3716",104,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Lean Mass","2014-05-21","fed",8072,"25230",NA,NA,"Saline",25.23,69,5
"3717",111,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-05-28","fed",8228,"45000",NA,NA,"Saline",45,69,6
"3718",118,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-06-04","fed",8371,"45700",NA,NA,"Saline",45.7,69,7
"3719",125,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-06-11","fed",8513,"46800",NA,NA,"Saline",46.8,69,8
"3720",132,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-06-18","fed",8686,"47000",NA,NA,"Saline",47,69,9
"3721",139,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-06-25","fed",8923,"47000",NA,NA,"Saline",47,69,10
"3722",146,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-07-02","fed",9273,"47500",NA,NA,"Saline",47.5,69,11
"3723",146,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-07-02","fed",9449,"46900",NA,NA,"Saline",46.9,69,11
"3724",146,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9553,"18700",NA,NA,"Saline",18.7,69,11
"3725",146,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Lean Mass","2014-07-02","fed",9657,"26800",NA,NA,"Saline",26.8,69,11
"3726",153,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-07-09","fed",9703,"48000",NA,NA,"Saline",48,69,12
"3727",153,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-07-09","fed",9772,"48000",NA,NA,"Saline",48,69,12
"3728",153,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Total Fat Mass","2014-07-09","fed",9786,"19230",NA,NA,"Saline",19.23,69,12
"3729",153,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Lean Mass","2014-07-09","fed",9800,"26850",NA,NA,"Saline",26.85,69,12
"3730",154,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Body Weight","2014-07-10","fasted",9825,"44960",14,NA,"Saline",44.96,69,12
"3731",154,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Total Fat Mass","2014-07-10","fasted",9839,"18630",14,NA,"Saline",18.63,69,12
"3732",154,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","291",154,6080,"C57BL/6J","Lean Mass","2014-07-10","fasted",9853,"24800",14,NA,"Saline",24.8,69,12
"3736",35,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-03-13","fed",6450,"21740",NA,NA,"Saline",21.74,69,-5
"3738",69,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-04-16","fed",7070,"28100",NA,NA,"Saline",28.1,69,0
"3739",76,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-04-23","fed",7132,"34800",NA,"16:00:00","Saline",34.8,69,1
"3740",84,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-05-01","fed",7382,"38600",NA,NA,"Saline",38.6,69,2
"3741",90,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-05-07","fed",7627,"41300",NA,NA,"Saline",41.3,69,3
"3742",97,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-05-14","fed",7796,"43300",NA,NA,"Saline",43.3,69,4
"3743",104,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-05-21","fed",7946,"45500",NA,NA,"Saline",45.5,69,5
"3744",104,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Total Fat Mass","2014-05-21","fed",8059,"17540",NA,NA,"Saline",17.54,69,5
"3745",104,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Lean Mass","2014-05-21","fed",8073,"26070",NA,NA,"Saline",26.07,69,5
"3746",111,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-05-28","fed",8229,"46100",NA,NA,"Saline",46.1,69,6
"3747",118,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-06-04","fed",8372,"46800",NA,NA,"Saline",46.8,69,7
"3748",125,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-06-11","fed",8514,"47000",NA,NA,"Saline",47,69,8
"3749",132,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-06-18","fed",8687,"48500",NA,NA,"Saline",48.5,69,9
"3750",139,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-06-25","fed",8924,"48300",NA,NA,"Saline",48.3,69,10
"3751",146,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-07-02","fed",9274,"49000",NA,NA,"Saline",49,69,11
"3752",146,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-07-02","fed",9450,"49100",NA,NA,"Saline",49.1,69,11
"3753",146,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9554,"19500",NA,NA,"Saline",19.5,69,11
"3754",146,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Lean Mass","2014-07-02","fed",9658,"27830",NA,NA,"Saline",27.83,69,11
"3755",153,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-07-09","fed",9704,"49400",NA,NA,"Saline",49.4,69,12
"3756",153,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-07-09","fed",9771,"49300",NA,NA,"Saline",49.3,69,12
"3757",153,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Total Fat Mass","2014-07-09","fed",9785,"19550",NA,NA,"Saline",19.55,69,12
"3758",153,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Lean Mass","2014-07-09","fed",9799,"27710",NA,NA,"Saline",27.71,69,12
"3759",154,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Body Weight","2014-07-10","fasted",9826,"46550",14,NA,"Saline",46.55,69,12
"3760",154,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Total Fat Mass","2014-07-10","fasted",9840,"18970",14,NA,"Saline",18.97,69,12
"3761",154,FALSE,"C57BL/6J",143999,"Sacrificed","2014-07-10","M","+/+","294",154,6081,"C57BL/6J","Lean Mass","2014-07-10","fasted",9854,"25850",14,NA,"Saline",25.85,69,12
"3765",34,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-03-13","fed",6451,"17160",NA,NA,"Saline",17.16,68,-5
"3766",68,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-04-16","fed",7080,"23900",NA,NA,"Saline",23.9,68,0
"3767",75,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-04-23","fed",7142,"24200",NA,"16:00:00","Saline",24.2,68,1
"3768",83,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-05-01","fed",7392,"26200",NA,NA,"Saline",26.2,68,2
"3769",89,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-05-07","fed",7637,"27400",NA,NA,"Saline",27.4,68,3
"3770",96,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-05-14","fed",7806,"28900",NA,NA,"Saline",28.9,68,4
"3771",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-05-21","fed",7956,"30600",NA,NA,"Saline",30.6,68,5
"3772",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Total Fat Mass","2014-05-21","fed",8069,"8640",NA,NA,"Saline",8.64,68,5
"3773",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Lean Mass","2014-05-21","fed",8083,"20770",NA,NA,"Saline",20.77,68,5
"3774",110,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-05-28","fed",8239,"32700",NA,NA,"Saline",32.7,68,6
"3775",117,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-06-04","fed",8382,"33300",NA,NA,"Saline",33.3,68,7
"3776",124,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-06-11","fed",8524,"35400",NA,NA,"Saline",35.4,68,8
"3777",131,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-06-18","fed",8756,"36600",NA,NA,"Saline",36.6,68,9
"3778",138,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-06-25","fed",8934,"36800",NA,NA,"Saline",36.8,68,10
"3779",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-07-02","fed",9284,"39100",NA,NA,"Saline",39.1,68,11
"3780",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-07-02","fed",9443,"39000",NA,NA,"Saline",39,68,11
"3781",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9545,"15500",NA,NA,"Saline",15.5,68,11
"3782",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Lean Mass","2014-07-02","fed",9649,"22550",NA,NA,"Saline",22.55,68,11
"3783",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-07-09","fed",9714,"38800",NA,NA,"Saline",38.8,68,12
"3784",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-07-09","fed",9783,"38600",NA,NA,"Saline",38.6,68,12
"3785",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Total Fat Mass","2014-07-09","fed",9797,"15200",NA,NA,"Saline",15.2,68,12
"3786",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Lean Mass","2014-07-09","fed",9811,"22350",NA,NA,"Saline",22.35,68,12
"3787",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Body Weight","2014-07-10","fasted",9815,"36610",14,NA,"Saline",36.61,68,12
"3788",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Total Fat Mass","2014-07-10","fasted",9829,"14560",14,NA,"Saline",14.56,68,12
"3789",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","298",153,6082,"C57BL/6J","Lean Mass","2014-07-10","fasted",9843,"20680",14,NA,"Saline",20.68,68,12
"3793",34,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-03-13","fed",6452,"16500",NA,NA,"Saline",16.5,68,-5
"3794",68,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-04-16","fed",7077,"23000",NA,NA,"Saline",23,68,0
"3795",75,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-04-23","fed",7139,"23900",NA,"16:00:00","Saline",23.9,68,1
"3796",83,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-05-01","fed",7389,"24800",NA,NA,"Saline",24.8,68,2
"3797",89,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-05-07","fed",7634,"25600",NA,NA,"Saline",25.6,68,3
"3798",96,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-05-14","fed",7803,"27300",NA,NA,"Saline",27.3,68,4
"3799",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-05-21","fed",7953,"29000",NA,NA,"Saline",29,68,5
"3800",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Total Fat Mass","2014-05-21","fed",8066,"7080",NA,NA,"Saline",7.08,68,5
"3801",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Lean Mass","2014-05-21","fed",8080,"20790",NA,NA,"Saline",20.79,68,5
"3802",110,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-05-28","fed",8236,"31400",NA,NA,"Saline",31.4,68,6
"3803",117,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-06-04","fed",8379,"32200",NA,NA,"Saline",32.2,68,7
"3804",124,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-06-11","fed",8521,"34000",NA,NA,"Saline",34,68,8
"3805",131,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-06-18","fed",8753,"35700",NA,NA,"Saline",35.7,68,9
"3806",138,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-06-25","fed",8931,"36800",NA,NA,"Saline",36.8,68,10
"3807",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-07-02","fed",9281,"38900",NA,NA,"Saline",38.9,68,11
"3808",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-07-02","fed",9440,"38600",NA,NA,"Saline",38.6,68,11
"3809",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9544,"15100",NA,NA,"Saline",15.1,68,11
"3810",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Lean Mass","2014-07-02","fed",9648,"22430",NA,NA,"Saline",22.43,68,11
"3811",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-07-09","fed",9711,"39400",NA,NA,"Saline",39.4,68,12
"3812",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-07-09","fed",9784,"39100",NA,NA,"Saline",39.1,68,12
"3813",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Total Fat Mass","2014-07-09","fed",9798,"15480",NA,NA,"Saline",15.48,68,12
"3814",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Lean Mass","2014-07-09","fed",9812,"22390",NA,NA,"Saline",22.39,68,12
"3815",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Body Weight","2014-07-10","fasted",9813,"37030",14,NA,"Saline",37.03,68,12
"3816",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Total Fat Mass","2014-07-10","fasted",9827,"15440",14,NA,"Saline",15.44,68,12
"3817",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","292",153,6083,"C57BL/6J","Lean Mass","2014-07-10","fasted",9841,"20310",14,NA,"Saline",20.31,68,12
"3821",34,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-03-13","fed",6453,"18860",NA,NA,"Saline",18.86,68,-5
"3822",68,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-04-16","fed",7078,"25200",NA,NA,"Saline",25.2,68,0
"3823",75,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-04-23","fed",7140,"26400",NA,"16:00:00","Saline",26.4,68,1
"3824",83,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-05-01","fed",7390,"29100",NA,NA,"Saline",29.1,68,2
"3825",89,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-05-07","fed",7635,"30900",NA,NA,"Saline",30.9,68,3
"3826",96,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-05-14","fed",7804,"32700",NA,NA,"Saline",32.7,68,4
"3827",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-05-21","fed",7954,"34800",NA,NA,"Saline",34.8,68,5
"3828",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Total Fat Mass","2014-05-21","fed",8067,"12050",NA,NA,"Saline",12.05,68,5
"3829",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Lean Mass","2014-05-21","fed",8081,"21760",NA,NA,"Saline",21.76,68,5
"3830",110,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-05-28","fed",8237,"37000",NA,NA,"Saline",37,68,6
"3831",117,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-06-04","fed",8380,"37200",NA,NA,"Saline",37.2,68,7
"3832",124,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-06-11","fed",8522,"39700",NA,NA,"Saline",39.7,68,8
"3833",131,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-06-18","fed",8754,"40400",NA,NA,"Saline",40.4,68,9
"3834",138,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-06-25","fed",8932,"41500",NA,NA,"Saline",41.5,68,10
"3835",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-07-02","fed",9282,"43000",NA,NA,"Saline",43,68,11
"3836",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-07-02","fed",9441,"42800",NA,NA,"Saline",42.8,68,11
"3837",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9547,"17200",NA,NA,"Saline",17.2,68,11
"3838",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Lean Mass","2014-07-02","fed",9651,"24590",NA,NA,"Saline",24.59,68,11
"3839",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-07-09","fed",9712,"43200",NA,NA,"Saline",43.2,68,12
"3840",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-07-09","fed",9781,"43100",NA,NA,"Saline",43.1,68,12
"3841",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Total Fat Mass","2014-07-09","fed",9795,"17390",NA,NA,"Saline",17.39,68,12
"3842",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Lean Mass","2014-07-09","fed",9809,"24270",NA,NA,"Saline",24.27,68,12
"3843",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Body Weight","2014-07-10","fasted",9817,"40740",14,NA,"Saline",40.74,68,12
"3844",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Total Fat Mass","2014-07-10","fasted",9831,"16850",14,NA,"Saline",16.85,68,12
"3845",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","293",153,6084,"C57BL/6J","Lean Mass","2014-07-10","fasted",9845,"22810",14,NA,"Saline",22.81,68,12
"3849",34,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-03-13","fed",6454,"18830",NA,NA,"Saline",18.83,68,-5
"3850",68,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-04-16","fed",7076,"23400",NA,NA,"Saline",23.4,68,0
"3851",75,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-04-23","fed",7138,"24400",NA,"16:00:00","Saline",24.4,68,1
"3852",83,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-05-01","fed",7388,"26800",NA,NA,"Saline",26.8,68,2
"3853",89,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-05-07","fed",7633,"28500",NA,NA,"Saline",28.5,68,3
"3854",96,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-05-14","fed",7802,"29400",NA,NA,"Saline",29.4,68,4
"3855",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-05-21","fed",7952,"31000",NA,NA,"Saline",31,68,5
"3856",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Total Fat Mass","2014-05-21","fed",8065,"9930",NA,NA,"Saline",9.93,68,5
"3857",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Lean Mass","2014-05-21","fed",8079,"20030",NA,NA,"Saline",20.03,68,5
"3858",110,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-05-28","fed",8235,"33300",NA,NA,"Saline",33.3,68,6
