"","age","animal.Alive","animal.Background","animal.Cage","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","experiment.fasting_time","experiment.time","Treatment","Weight","Start.Age","Week"
"6858",84,TRUE,"C57BL/6J",150310,"",NA,"M","+/+","1099",120,6637,"C57BL/6J","Body Weight","2014-10-08","fed",15373,"24100",NA,NA,"MCP230",24.1,70,2
"6859",98,TRUE,"C57BL/6J",150310,"",NA,"M","+/+","1099",120,6637,"C57BL/6J","Body Weight","2014-10-22","fed",16211,"26500",NA,NA,"MCP230",26.5,70,4
"6860",90,TRUE,"C57BL/6J",150310,"",NA,"M","+/+","1099",120,6637,"C57BL/6J","Body Weight","2014-10-14","fed",16670,"26210",NA,NA,"MCP230",26.21,70,3
"6861",112,TRUE,"C57BL/6J",150310,"",NA,"M","+/+","1099",120,6637,"C57BL/6J","Body Weight","2014-11-05","fed",17536,"30400",NA,NA,"MCP230",30.4,70,6
"6862",112,TRUE,"C57BL/6J",150310,"",NA,"M","+/+","1099",120,6637,"C57BL/6J","Total Fat Mass","2014-11-05","fed",17537,"9410",NA,NA,"MCP230",9.41,70,6
"6863",112,TRUE,"C57BL/6J",150310,"",NA,"M","+/+","1099",120,6637,"C57BL/6J","Lean Mass","2014-11-05","fed",17538,"19990",NA,NA,"MCP230",19.99,70,6
"6864",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Body Weight","2014-08-21","fed",11335,"19800",NA,NA,"MCP230",19.8,70,-5
"6865",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Body Weight","2014-08-26","fed",11516,"20900",NA,NA,"MCP230",20.9,70,-4
"6866",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Total Fat Mass","2014-08-26","fed",11556,"2310",NA,NA,"MCP230",2.31,70,-4
"6867",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Lean Mass","2014-08-26","fed",11597,"17880",NA,NA,"MCP230",17.88,70,-4
"6868",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Total Fat Mass","2014-09-15","fed",12919,"2860",NA,NA,"MCP230",2.86,70,-1
"6869",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Lean Mass","2014-09-15","fed",12920,"19910",NA,NA,"MCP230",19.91,70,-1
"6870",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Body Weight","2014-09-15","fed",12921,"23520",NA,NA,"MCP230",23.52,70,-1
"6871",70,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Body Weight","2014-09-24","fed",15184,"23700",NA,NA,"MCP230",23.7,70,0
"6872",77,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Body Weight","2014-10-01","fed",15204,"28400",NA,NA,"MCP230",28.4,70,1
"6873",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Total Fat Mass","2014-10-08","fed",15260,"9330",NA,NA,"MCP230",9.33,70,2
"6874",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Lean Mass","2014-10-08","fed",15332,"20750",NA,NA,"MCP230",20.75,70,2
"6875",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Body Weight","2014-10-08","fed",15358,"31000",NA,NA,"MCP230",31,70,2
"6876",98,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Body Weight","2014-10-22","fed",16215,"31900",NA,NA,"MCP230",31.9,70,4
"6877",90,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Body Weight","2014-10-14","fed",16671,"32400",NA,NA,"MCP230",32.4,70,3
"6878",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Body Weight","2014-11-05","fed",17561,"34200",NA,NA,"MCP230",34.2,70,6
"6879",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Total Fat Mass","2014-11-05","fed",17562,"12320",NA,NA,"MCP230",12.32,70,6
"6880",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1103",120,6638,"C57BL/6J","Lean Mass","2014-11-05","fed",17563,"21100",NA,NA,"MCP230",21.1,70,6
"6881",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Body Weight","2014-08-21","fed",11336,"20070",NA,NA,"MCP230",20.07,70,-5
"6882",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Body Weight","2014-08-26","fed",11517,"21200",NA,NA,"MCP230",21.2,70,-4
"6883",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Total Fat Mass","2014-08-26","fed",11557,"1880",NA,NA,"MCP230",1.88,70,-4
"6884",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Lean Mass","2014-08-26","fed",11598,"18580",NA,NA,"MCP230",18.58,70,-4
"6885",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Total Fat Mass","2014-09-15","fed",12913,"2780",NA,NA,"MCP230",2.78,70,-1
"6886",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Lean Mass","2014-09-15","fed",12914,"20460",NA,NA,"MCP230",20.46,70,-1
"6887",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Body Weight","2014-09-15","fed",12915,"24100",NA,NA,"MCP230",24.1,70,-1
"6888",70,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Body Weight","2014-09-24","fed",15185,"24200",NA,NA,"MCP230",24.2,70,0
"6889",77,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Body Weight","2014-10-01","fed",15205,"29100",NA,NA,"MCP230",29.1,70,1
"6890",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Total Fat Mass","2014-10-08","fed",15262,"9230",NA,NA,"MCP230",9.23,70,2
"6891",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Lean Mass","2014-10-08","fed",15330,"21640",NA,NA,"MCP230",21.64,70,2
"6892",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Body Weight","2014-10-08","fed",15360,"31900",NA,NA,"MCP230",31.9,70,2
"6893",98,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Body Weight","2014-10-22","fed",16216,"32500",NA,NA,"MCP230",32.5,70,4
"6894",90,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Body Weight","2014-10-14","fed",16674,"32900",NA,NA,"MCP230",32.9,70,3
"6895",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Body Weight","2014-11-05","fed",17564,"34300",NA,NA,"MCP230",34.3,70,6
"6896",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Total Fat Mass","2014-11-05","fed",17565,"11950",NA,NA,"MCP230",11.95,70,6
"6897",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1104",120,6639,"C57BL/6J","Lean Mass","2014-11-05","fed",17566,"21790",NA,NA,"MCP230",21.79,70,6
"6898",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Body Weight","2014-08-21","fed",11337,"20280",NA,NA,"MCP230",20.28,70,-5
"6899",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Body Weight","2014-08-26","fed",11518,"21200",NA,NA,"MCP230",21.2,70,-4
"6900",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Total Fat Mass","2014-08-26","fed",11558,"1960",NA,NA,"MCP230",1.96,70,-4
"6901",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Lean Mass","2014-08-26","fed",11599,"18630",NA,NA,"MCP230",18.63,70,-4
"6902",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Total Fat Mass","2014-09-15","fed",12916,"2860",NA,NA,"MCP230",2.86,70,-1
"6903",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Lean Mass","2014-09-15","fed",12917,"20440",NA,NA,"MCP230",20.44,70,-1
"6904",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Body Weight","2014-09-15","fed",12918,"24020",NA,NA,"MCP230",24.02,70,-1
"6905",70,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Body Weight","2014-09-24","fed",15186,"23700",NA,NA,"MCP230",23.7,70,0
"6906",77,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Body Weight","2014-10-01","fed",15206,"27800",NA,NA,"MCP230",27.8,70,1
"6907",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Total Fat Mass","2014-10-08","fed",15261,"7760",NA,NA,"MCP230",7.76,70,2
"6908",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Lean Mass","2014-10-08","fed",15331,"20850",NA,NA,"MCP230",20.85,70,2
"6909",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Body Weight","2014-10-08","fed",15359,"30000",NA,NA,"MCP230",30,70,2
"6910",98,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Body Weight","2014-10-22","fed",16217,"32400",NA,NA,"MCP230",32.4,70,4
"6911",90,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Body Weight","2014-10-14","fed",16673,"31370",NA,NA,"MCP230",31.37,70,3
"6912",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Body Weight","2014-11-05","fed",17567,"35200",NA,NA,"MCP230",35.2,70,6
"6913",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Total Fat Mass","2014-11-05","fed",17568,"12750",NA,NA,"MCP230",12.75,70,6
"6914",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1105",120,6640,"C57BL/6J","Lean Mass","2014-11-05","fed",17569,"21220",NA,NA,"MCP230",21.22,70,6
"6234",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Body Weight","2014-08-21","fed",11298,"20000",NA,NA,"Cabosil",20,70,-5
"6235",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Body Weight","2014-08-26","fed",11479,"20700",NA,NA,"Cabosil",20.7,70,-4
"6236",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Total Fat Mass","2014-08-26","fed",11519,"1980",NA,NA,"Cabosil",1.98,70,-4
"6237",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Lean Mass","2014-08-26","fed",11559,"18200",NA,NA,"Cabosil",18.2,70,-4
"6238",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Body Weight","2014-09-15","fed",12880,"23320",NA,NA,"Cabosil",23.32,70,-1
"6239",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Total Fat Mass","2014-09-15","fed",12881,"2780",NA,NA,"Cabosil",2.78,70,-1
"6240",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Lean Mass","2014-09-15","fed",12882,"19890",NA,NA,"Cabosil",19.89,70,-1
"6241",70,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Body Weight","2014-09-24","fed",15147,"23200",NA,NA,"Cabosil",23.2,70,0
"6242",77,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Body Weight","2014-10-01","fed",15200,"25900",NA,NA,"Cabosil",25.9,70,1
"6243",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Total Fat Mass","2014-10-08","fed",15245,"6040",NA,NA,"Cabosil",6.04,70,2
"6244",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Lean Mass","2014-10-08","fed",15246,"20070",NA,NA,"Cabosil",20.07,70,2
"6245",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Body Weight","2014-10-08","fed",15247,"26800",NA,NA,"Cabosil",26.8,70,2
"6246",98,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Body Weight","2014-10-22","fed",16201,"29200",NA,NA,"Cabosil",29.2,70,4
"6247",90,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Body Weight","2014-10-14","fed",16615,"28200",NA,NA,"Cabosil",28.2,70,3
"6248",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Body Weight","2014-11-05","fed",17467,"33100",NA,NA,"Cabosil",33.1,70,6
"6249",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Total Fat Mass","2014-11-05","fed",17468,"11310",NA,NA,"Cabosil",11.31,70,6
"6250",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1115",120,6601,"C57BL/6J","Lean Mass","2014-11-05","fed",17469,"20850",NA,NA,"Cabosil",20.85,70,6
"6251",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Body Weight","2014-08-21","fed",11299,"18580",NA,NA,"Cabosil",18.58,70,-5
"6252",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Body Weight","2014-08-26","fed",11480,"19200",NA,NA,"Cabosil",19.2,70,-4
"6253",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Total Fat Mass","2014-08-26","fed",11520,"1940",NA,NA,"Cabosil",1.94,70,-4
"6254",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Lean Mass","2014-08-26","fed",11560,"16810",NA,NA,"Cabosil",16.81,70,-4
"6255",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Total Fat Mass","2014-09-15","fed",12883,"2610",NA,NA,"Cabosil",2.61,70,-1
"6256",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Lean Mass","2014-09-15","fed",12884,"20020",NA,NA,"Cabosil",20.02,70,-1
"6257",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Body Weight","2014-09-15","fed",12885,"23300",NA,NA,"Cabosil",23.3,70,-1
"6258",70,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Body Weight","2014-09-24","fed",15148,"23800",NA,NA,"Cabosil",23.8,70,0
"6259",77,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Body Weight","2014-10-01","fed",15201,"26900",NA,NA,"Cabosil",26.9,70,1
"6260",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Body Weight","2014-10-08","fed",15238,"28900",NA,NA,"Cabosil",28.9,70,2
"6261",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Total Fat Mass","2014-10-08","fed",15239,"7020",NA,NA,"Cabosil",7.02,70,2
"6262",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Lean Mass","2014-10-08","fed",15240,"20810",NA,NA,"Cabosil",20.81,70,2
"6263",98,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Body Weight","2014-10-22","fed",16202,"34000",NA,NA,"Cabosil",34,70,4
"6264",90,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Body Weight","2014-10-14","fed",16616,"31640",NA,NA,"Cabosil",31.64,70,3
"6265",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Body Weight","2014-11-05","fed",17470,"36100",NA,NA,"Cabosil",36.1,70,6
"6266",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Total Fat Mass","2014-11-05","fed",17471,"13310",NA,NA,"Cabosil",13.31,70,6
"6267",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1116",120,6602,"C57BL/6J","Lean Mass","2014-11-05","fed",17472,"22140",NA,NA,"Cabosil",22.14,70,6
"6268",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Body Weight","2014-08-21","fed",11300,"18720",NA,NA,"Cabosil",18.72,70,-5
"6269",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Body Weight","2014-08-26","fed",11481,"19300",NA,NA,"Cabosil",19.3,70,-4
"6270",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Total Fat Mass","2014-08-26","fed",11521,"2110",NA,NA,"Cabosil",2.11,70,-4
"6271",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Lean Mass","2014-08-26","fed",11561,"16620",NA,NA,"Cabosil",16.62,70,-4
"6272",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Total Fat Mass","2014-09-15","fed",12889,"2220",NA,NA,"Cabosil",2.22,70,-1
"6273",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Lean Mass","2014-09-15","fed",12890,"19130",NA,NA,"Cabosil",19.13,70,-1
"6274",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Body Weight","2014-09-15","fed",12891,"22040",NA,NA,"Cabosil",22.04,70,-1
"6275",70,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Body Weight","2014-09-24","fed",15149,"22100",NA,NA,"Cabosil",22.1,70,0
"6276",77,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Body Weight","2014-10-01","fed",15202,"25000",NA,NA,"Cabosil",25,70,1
"6277",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Total Fat Mass","2014-10-08","fed",15248,"6320",NA,NA,"Cabosil",6.32,70,2
"6278",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Lean Mass","2014-10-08","fed",15344,"19840",NA,NA,"Cabosil",19.84,70,2
"6279",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Body Weight","2014-10-08","fed",15346,"27000",NA,NA,"Cabosil",27,70,2
"6280",98,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Body Weight","2014-10-22","fed",16203,"32000",NA,NA,"Cabosil",32,70,4
"6281",90,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Body Weight","2014-10-14","fed",16617,"29610",NA,NA,"Cabosil",29.61,70,3
"6282",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Body Weight","2014-11-05","fed",17473,"34800",NA,NA,"Cabosil",34.8,70,6
"6283",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Total Fat Mass","2014-11-05","fed",17474,"13530",NA,NA,"Cabosil",13.53,70,6
"6284",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1117",120,6603,"C57BL/6J","Lean Mass","2014-11-05","fed",17475,"20490",NA,NA,"Cabosil",20.49,70,6
"6285",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Body Weight","2014-08-21","fed",11301,"21560",NA,NA,"Cabosil",21.56,70,-5
"6286",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Body Weight","2014-08-26","fed",11482,"22500",NA,NA,"Cabosil",22.5,70,-4
"6287",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Total Fat Mass","2014-08-26","fed",11522,"2620",NA,NA,"Cabosil",2.62,70,-4
"6288",41,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Lean Mass","2014-08-26","fed",11563,"19290",NA,NA,"Cabosil",19.29,70,-4
"6289",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Total Fat Mass","2014-09-15","fed",12886,"4480",NA,NA,"Cabosil",4.48,70,-1
"6290",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Lean Mass","2014-09-15","fed",12887,"21100",NA,NA,"Cabosil",21.1,70,-1
"6291",61,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Body Weight","2014-09-15","fed",12888,"26450",NA,NA,"Cabosil",26.45,70,-1
"6292",70,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Body Weight","2014-09-24","fed",15150,"26300",NA,NA,"Cabosil",26.3,70,0
"6293",77,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Body Weight","2014-10-01","fed",15203,"31200",NA,NA,"Cabosil",31.2,70,1
"6294",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Total Fat Mass","2014-10-08","fed",15241,"10730",NA,NA,"Cabosil",10.73,70,2
"6295",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Lean Mass","2014-10-08","fed",15242,"21460",NA,NA,"Cabosil",21.46,70,2
"6296",84,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Body Weight","2014-10-08","fed",15244,"33200",NA,NA,"Cabosil",33.2,70,2
"6297",98,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Body Weight","2014-10-22","fed",16204,"38400",NA,NA,"Cabosil",38.4,70,4
"6298",90,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Body Weight","2014-10-14","fed",16619,"35970",NA,NA,"Cabosil",35.97,70,3
"6299",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Body Weight","2014-11-05","fed",17476,"41300",NA,NA,"Cabosil",41.3,70,6
"6300",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Total Fat Mass","2014-11-05","fed",17477,"17530",NA,NA,"Cabosil",17.53,70,6
"6301",112,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1118",120,6604,"C57BL/6J","Lean Mass","2014-11-05","fed",17478,"23010",NA,NA,"Cabosil",23.01,70,6
"6302",36,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Body Weight","2014-08-21","fed",11302,"20420",NA,NA,"Cabosil",20.42,70,-5
"6303",41,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Body Weight","2014-08-26","fed",11483,"21700",NA,NA,"Cabosil",21.7,70,-4
"6304",41,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Total Fat Mass","2014-08-26","fed",11523,"2230",NA,NA,"Cabosil",2.23,70,-4
"6305",41,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Lean Mass","2014-08-26","fed",11564,"18690",NA,NA,"Cabosil",18.69,70,-4
"6306",61,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Total Fat Mass","2014-09-15","fed",12961,"2420",NA,NA,"Cabosil",2.42,70,-1
"6307",61,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Lean Mass","2014-09-15","fed",12962,"20760",NA,NA,"Cabosil",20.76,70,-1
"6308",61,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Body Weight","2014-09-15","fed",12963,"23990",NA,NA,"Cabosil",23.99,70,-1
"6309",70,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Body Weight","2014-09-24","fed",15151,"25100",NA,NA,"Cabosil",25.1,70,0
"6310",77,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Body Weight","2014-10-01","fed",15196,"28100",NA,NA,"Cabosil",28.1,70,1
"6311",84,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Total Fat Mass","2014-10-08","fed",15255,"8440",NA,NA,"Cabosil",8.44,70,2
"6312",84,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Lean Mass","2014-10-08","fed",15337,"22460",NA,NA,"Cabosil",22.46,70,2
"6313",84,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Body Weight","2014-10-08","fed",15353,"31500",NA,NA,"Cabosil",31.5,70,2
"6314",98,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Body Weight","2014-10-22","fed",16190,"35900",NA,NA,"Cabosil",35.9,70,4
"6315",90,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Body Weight","2014-10-14","fed",16621,"33820",NA,NA,"Cabosil",33.82,70,3
"6316",112,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Body Weight","2014-11-05","fed",17428,"40000",NA,NA,"Cabosil",40,70,6
"6317",112,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Total Fat Mass","2014-11-05","fed",17429,"15180",NA,NA,"Cabosil",15.18,70,6
"6318",112,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1119",120,6605,"C57BL/6J","Lean Mass","2014-11-05","fed",17430,"23800",NA,NA,"Cabosil",23.8,70,6
"6319",36,TRUE,"C57BL/6J",150314,"",NA,"M","+/+","1120",120,6606,"C57BL/6J","Body Weight","2014-08-21","fed",11303,"20440",NA,NA,"Cabosil",20.44,70,-5
