Subject,Interval,Date/Time,Light/Dark,Volume O2,O2 In,O2 Out,Delta O2,Accumulated O2,Volume CO2,CO2 In,CO2 Out,Delta CO2,Accumulated CO2,RER,Heat,Flow,Feed Weight 1,Feed Acc. 1,X Total,X Ambulatory,Y Total,Y Ambulatory,Wheel,Wheel Accumulated,
1100,1,9/19/2014 3:57:06 PM,Light,5388,20.86589,20.41935,0.4465433,0.0001917979,4462.018,0.04652292,0.4301138,0.3835909,0.0001588354,0.8281398,0.6677237,0.4969381,0,0,576,398,427,280,0,0,
1100,2,9/19/2014 4:14:06 PM,Light,5234.446,20.86589,20.43568,0.4302184,0.03875829,4308.244,0.04823405,0.4159412,0.3677072,0.03200019,0.8230563,0.6478539,0.5005421,0.03155009,0.03155009,3480,2266,2095,1180,0,0,
1100,3,9/19/2014 4:31:06 PM,Light,4903.036,20.86589,20.45661,0.4092844,0.07556075,4418.503,0.04649812,0.4231205,0.3766224,0.06368825,0.901177,0.6189306,0.501174,0,0.03155009,3696,2347,2367,1382,0,0,
1100,4,9/19/2014 4:48:06 PM,Light,4581.479,20.86589,20.48642,0.379479,0.1099925,4066.11,0.04463819,0.3895427,0.3449045,0.0944889,0.8875102,0.5763621,0.5036191,0,0.03155009,1190,291,697,231,0,0,
1100,5,9/19/2014 5:05:06 PM,Light,3708.496,20.86589,20.56062,0.3052734,0.1400772,3202.466,0.04339824,0.3147613,0.271363,0.1208651,0.8635485,0.4637326,0.5041514,0,0.03155009,243,19,267,37,0,0,
1100,6,9/19/2014 5:22:06 PM,Light,4362.563,20.86589,20.50553,0.3603645,0.1693942,3729.824,0.04240628,0.3601434,0.3177371,0.1460451,0.8549616,0.5443382,0.5014746,0,0.03155009,1633,912,819,399,0,0,
1100,7,9/19/2014 5:39:06 PM,Light,4436.625,20.86589,20.49739,0.3684996,0.2013446,4030.792,0.04151351,0.3828346,0.3413211,0.1742286,0.9085266,0.5610832,0.5044786,0.07996114,0.1115112,1710,763,1265,633,0,0,
1100,8,9/19/2014 5:56:06 PM,Light,3810.798,20.86589,20.55301,0.3128899,0.2312792,3270.306,0.04135232,0.318072,0.2767196,0.2007247,0.8581683,0.4758776,0.5048652,0.1355998,0.247111,386,21,282,47,0,0,
1100,9,9/19/2014 6:13:06 PM,Light,4661.282,20.86589,20.48317,0.3827226,0.2620557,3983.834,0.04098034,0.3783335,0.3373532,0.2270766,0.854665,0.581567,0.5044801,0,0.247111,1014,363,498,252,0,0,
1100,10,9/19/2014 6:30:06 PM,Light,4958.558,20.86589,20.45579,0.4101015,0.2969898,4157.424,0.04079434,0.39666,0.3558656,0.2566399,0.8384342,0.6161155,0.4990796,0.00513202,0.252243,2287,1326,1325,706,0,0,
1100,11,9/19/2014 6:47:06 PM,Light,3747.705,20.86589,20.55534,0.3105579,0.32858,3175.163,0.04067035,0.3124674,0.271797,0.2832465,0.8472285,0.4667042,0.4990574,0,0.252243,1030,224,598,137,0,0,
1100,12,9/19/2014 7:04:06 PM,Dark,4937.924,20.86589,20.46383,0.4020647,0.360138,4110.368,0.04042236,0.3872612,0.3468388,0.3097163,0.8324081,0.6126121,0.506274,0.01128134,0.2635244,2429,1471,1581,855,0,0,
1100,13,9/19/2014 7:21:06 PM,Dark,5101.719,20.86589,20.44368,0.4222127,0.396594,4193.985,0.04037276,0.4008758,0.360503,0.3398702,0.8220729,0.6312681,0.4969963,-0.18455,0.07897437,3105,1763,2011,1051,0,0,
1100,14,9/19/2014 7:38:06 PM,Dark,5056.645,20.86589,20.44484,0.4210511,0.4334773,4376.451,0.04067035,0.4156312,0.3749608,0.3709919,0.8654851,0.6326224,0.4986099,-0.03788757,0.0410868,4204,2756,3514,2164,0,0,
1100,15,9/19/2014 7:55:06 PM,Dark,4924.648,20.86589,20.45881,0.4070793,0.4697163,4272.676,0.04060835,0.4038517,0.3632433,0.4023944,0.8676104,0.6164391,0.502489,-0.0471751,-0.006088298,3604,2332,2336,1413,0,0,
1100,16,9/19/2014 8:12:06 PM,Dark,4912.802,20.86589,20.45669,0.4092073,0.505435,4380.817,0.04054635,0.4138953,0.373349,0.4338164,0.8917145,0.6186956,0.5012552,-0.1221771,-0.1282654,4798,3295,3352,2158,0,0,
1100,17,9/19/2014 8:29:06 PM,Dark,4845.921,20.86589,20.45803,0.4078604,0.540867,4340.606,0.04042236,0.4138953,0.3734729,0.4654824,0.8957236,0.6108864,0.4964884,-0.04248047,-0.1707459,3633,2392,2575,1604,0,0,
1100,18,9/19/2014 8:46:06 PM,Dark,4955.164,20.86589,20.44755,0.4183473,0.5764558,4515.223,0.04048436,0.4288987,0.3884143,0.4976403,0.9112157,0.6270816,0.4965906,0.07514445,-0.09560143,3565,2457,2704,1625,0,0,
1100,19,9/19/2014 9:03:06 PM,Dark,5143.568,20.86589,20.43812,0.4277783,0.6131268,4682.692,0.04067035,0.4375535,0.3968831,0.5310401,0.9103978,0.6507915,0.5040199,0.4798686,0.3842671,5662,4102,3592,2340,0,0,
1100,20,9/19/2014 9:20:06 PM,Dark,4857.356,20.86589,20.45425,0.4116487,0.6494343,4388.48,0.04081915,0.4203926,0.3795735,0.5639716,0.903471,0.6135162,0.493895,-0.1061707,0.2780964,3004,1806,1892,1023,0,0,
1100,21,9/19/2014 9:37:06 PM,Dark,4794.669,20.86589,20.46434,0.4015573,0.6844789,4294.765,0.04091834,0.4086255,0.3677072,0.5954981,0.8957375,0.6044275,0.4989481,-0.01696268,0.2611338,4662,3289,3061,1902,0,0,
1100,22,9/19/2014 9:54:06 PM,Dark,4767.657,20.86589,20.46979,0.3961061,0.7191984,4229.765,0.04096793,0.4008758,0.3599079,0.6264488,0.887179,0.5997338,0.5020475,0.07118222,0.332316,5045,3614,3675,2366,0,0,
1100,23,9/19/2014 10:11:06 PM,Dark,4601.336,20.86589,20.47758,0.3883118,0.7532135,4082.611,0.04126553,0.3941181,0.3528526,0.6566277,0.8872663,0.5788247,0.4942707,-0.00827536,0.3240406,2390,1253,1673,826,0,0,
1100,24,9/19/2014 10:28:06 PM,Dark,4658.083,20.86589,20.474,0.3918937,0.7868347,4060.407,0.04129032,0.3923202,0.3510298,0.6861939,0.8716907,0.5836721,0.4941392,0.008880556,0.3329212,3234,2215,2293,1400,0,0,
1100,25,9/19/2014 10:45:06 PM,Dark,4638.214,20.86589,20.4784,0.387491,0.8205885,4168.771,0.04135232,0.3971559,0.3558036,0.7160753,0.8987878,0.5851512,0.5005128,0.3587494,0.6916705,2475,1587,1982,1170,0,0,
1100,26,9/19/2014 11:02:06 PM,Dark,4373.292,20.86589,20.50406,0.3618309,0.8533038,3977.475,0.04166231,0.3770936,0.3354313,0.7456503,0.9094923,0.5532071,0.5065464,-0.02301532,0.6686552,1890,851,1265,483,0,0,
1100,27,9/19/2014 11:19:06 PM,Dark,3040.031,20.86589,20.61176,0.2541298,0.8801972,2562.042,0.0419103,0.2633654,0.2214551,0.7693695,0.8427683,0.3781489,0.4942331,0,0.6686552,102,34,27,6,0,0,
1100,28,9/19/2014 11:36:06 PM,Dark,4364.401,20.86589,20.50223,0.3636616,0.9071056,3851.844,0.0419103,0.3709434,0.3290331,0.7926807,0.8825596,0.5483708,0.5000928,0.368098,1.036753,1841,1175,1481,807,0,0,
1100,29,9/19/2014 11:53:06 PM,Dark,4874.673,20.86589,20.46175,0.4041417,0.940661,4426.15,0.04209629,0.4162512,0.3741549,0.8227477,0.907989,0.6163988,0.505348,0.1232502,1.160003,1999,472,1330,361,0,0,
1100,30,9/20/2014 12:10:06 AM,Dark,4795.889,20.86589,20.46118,0.4047163,0.9757726,4312.167,0.0418483,0.4135853,0.371737,0.8544738,0.8991382,0.6050963,0.4955387,-0.4667562,0.6932473,3258,2087,2172,1312,0,0,
1100,31,9/20/2014 12:27:06 AM,Dark,4624.026,20.86589,20.47573,0.39016,1.009973,4136.721,0.04215829,0.3990655,0.3569072,0.8851478,0.8946145,0.5827519,0.4951307,0.1297405,0.8229877,3056,2007,2119,1291,0,0,
1100,32,9/20/2014 12:44:06 AM,Dark,4521.98,20.86589,20.48402,0.3818707,1.043179,4230.902,0.04240628,0.4045708,0.3621645,0.9155316,0.9356303,0.5757479,0.499042,-0.1101074,0.7128803,2390,1477,1681,993,0,0,
1100,33,9/20/2014 1:01:06 AM,Dark,4289.116,20.86589,20.51223,0.353661,1.075167,3856.531,0.04205909,0.3669012,0.3248421,0.9448898,0.8991436,0.5411575,0.507157,0.404663,1.117543,2504,1373,1700,906,0,0,
1100,34,9/20/2014 1:18:06 AM,Dark,3525.867,20.86589,20.57163,0.2942666,1.103529,3088.167,0.04178631,0.3063916,0.2646053,0.9700918,0.8758603,0.4422662,0.498569,0,1.117543,1246,693,702,267,0,0,
1100,35,9/20/2014 1:35:06 AM,Dark,3216.464,20.86589,20.6007,0.2651938,1.128005,2636.837,0.04160031,0.2675192,0.2259189,0.9908707,0.8197936,0.3977621,0.4986178,-0.1204732,0.9970701,58,11,73,14,0,0,
1100,36,9/20/2014 1:52:06 AM,Dark,3285.505,20.86589,20.60074,0.2651503,1.151614,2500.339,0.04178631,0.2541897,0.2124034,1.009521,0.7610211,0.4002027,0.5029116,0,0.9970701,12,2,11,2,0,0,
1100,37,9/20/2014 2:09:06 AM,Dark,2805.726,20.86589,20.63649,0.2294012,1.173722,2138.632,0.04172431,0.2257329,0.1840086,1.026358,0.7622385,0.3418693,0.4965372,-0.250295,0.7467751,20,5,29,0,0,0,
1100,38,9/20/2014 2:26:06 AM,Dark,3192.597,20.86589,20.60419,0.261699,1.195508,2519.267,0.04156312,0.2575996,0.2160365,1.043277,0.7890963,0.3917159,0.4981873,-0.1351776,0.6115975,68,38,61,25,0,0,
1100,39,9/20/2014 2:43:06 AM,Dark,3173.357,20.86589,20.60826,0.2576309,1.218622,2448.347,0.04166231,0.2504079,0.2087456,1.061313,0.7715321,0.3875953,0.5010794,0.07144672,0.6830442,19,3,46,4,0,0,
1100,40,9/20/2014 3:00:06 AM,Dark,3039.654,20.86589,20.62208,0.2438133,1.241179,2312.47,0.04126553,0.2365204,0.1952549,1.078597,0.7607673,0.3702316,0.5059735,0,0.6830442,39,7,27,9,0,0,
1100,41,9/20/2014 3:17:06 AM,Dark,2901.767,20.86589,20.62925,0.2366421,1.262749,2173.123,0.0418483,0.2288948,0.1870465,1.094881,0.7488963,0.3523492,0.4963558,-0.2645467,0.4184975,42,2,14,5,0,0,
1100,42,9/20/2014 3:34:06 AM,Dark,3090.48,20.86589,20.61544,0.2504497,1.28451,2331.972,0.04178631,0.2409966,0.1992103,1.111242,0.7545664,0.3758171,0.5001127,0,0.4184975,11,2,19,1,0,0,
1100,43,9/20/2014 3:51:06 AM,Dark,2754.174,20.86589,20.64402,0.2218731,1.305725,2118.677,0.0419723,0.2213062,0.179334,1.127398,0.7692603,0.3361985,0.5047243,0,0.4184975,41,1,150,2,0,0,
1100,44,9/20/2014 4:08:06 AM,Dark,2741.474,20.86589,20.64436,0.2215311,1.325679,2077.406,0.04209629,0.2189256,0.1768293,1.142633,0.7577696,0.3336536,0.5019066,-0.1222585,0.296239,7,0,0,0,0,0,
1100,45,9/20/2014 4:25:06 AM,Dark,3858.948,20.86589,20.54749,0.3184057,1.349665,3158.105,0.0419103,0.3127774,0.2708671,1.161662,0.818385,0.4770428,0.4980904,0,0.296239,694,45,154,16,0,0,
1100,46,9/20/2014 4:42:06 AM,Dark,4806.92,20.86589,20.4701,0.3957902,1.381147,3958.931,0.0419599,0.3804166,0.3384567,1.187517,0.82359,0.5950209,0.4997021,0.1088461,0.4050851,2167,1399,1431,752,0,0,
1100,47,9/20/2014 4:59:06 AM,Dark,4600.086,20.86589,20.48829,0.3776085,1.415299,3940.065,0.0419723,0.3754072,0.3334349,1.216197,0.85652,0.5742013,0.504801,-0.0135498,0.3915353,3673,2433,2222,1345,0,0,
1100,48,9/20/2014 5:16:06 AM,Dark,4613.598,20.86589,20.47858,0.3873106,1.448753,3927.614,0.04215829,0.3824626,0.3403043,1.244764,0.8513126,0.5751293,0.4930497,0.06205237,0.4535877,2627,1689,1648,969,0,0,
1100,49,9/20/2014 5:33:06 AM,Dark,4429.535,20.86589,20.49875,0.367144,1.481585,3719.736,0.0417615,0.3607634,0.3190019,1.272527,0.8397576,0.550568,0.4981392,-0.1853536,0.2682341,3426,2265,2448,1449,0,0,
1100,50,9/20/2014 5:50:06 AM,Dark,4161.599,20.86589,20.523,0.342893,1.512774,3565.619,0.04222029,0.3450781,0.3028578,1.298977,0.8567906,0.5195032,0.5029492,-0.1236826,0.1445515,2474,1374,1419,733,0,0,
1100,51,9/20/2014 6:07:06 AM,Dark,3132.147,20.86589,20.60992,0.255973,1.539239,2605.384,0.04230709,0.2629934,0.2206863,1.321366,0.8318205,0.3885245,0.5043486,0,0.1445515,832,217,591,169,0,0,
1100,52,9/20/2014 6:24:06 AM,Dark,4122.43,20.86589,20.53434,0.3315541,1.565597,3385.989,0.0420343,0.3249289,0.2828946,1.343134,0.8213574,0.5100013,0.511326,-0.09095764,0.05359381,2709,1916,1698,987,0,0,
1100,53,9/20/2014 6:41:06 AM,Dark,4492.55,20.86589,20.50543,0.3604603,1.596884,3645.525,0.0418111,0.346318,0.3045069,1.36867,0.8114602,0.5543863,0.5114492,-0.06657922,-0.01298541,3669,2553,2785,1589,0,0,
1100,54,9/20/2014 6:58:06 AM,Dark,4336.077,20.86589,20.51561,0.3502843,1.628937,3552.141,0.04121593,0.3394487,0.2982328,1.394802,0.819206,0.5361379,0.5088288,-0.1263326,-0.139318,1402,668,812,388,0,0,
1100,55,9/20/2014 7:15:06 AM,Light,3342.506,20.86589,20.59904,0.2668566,1.6568,2587.252,0.04104234,0.2578476,0.2168052,1.417077,0.7740456,0.4085206,0.5098217,-0.05478925,-0.1941072,302,56,110,8,0,0,
1100,56,9/20/2014 7:32:06 AM,Light,3202.523,20.86589,20.61167,0.2542243,1.680562,2424.891,0.04091834,0.2437122,0.2027938,1.435273,0.7571814,0.3897064,0.5108481,-0.1137288,-0.3078361,106,0,29,0,0,0,
1100,57,9/20/2014 7:49:06 AM,Light,3149.423,20.86589,20.61378,0.2521175,1.703624,2385.671,0.04073235,0.2419142,0.2011819,1.452739,0.7574946,0.383276,0.5066122,-0.0761922,-0.3840283,464,1,113,2,0,0,
1100,58,9/20/2014 8:06:06 AM,Light,3009.235,20.86589,20.62386,0.2420373,1.725983,2370.511,0.04122833,0.2407487,0.1995203,1.470008,0.7877454,0.3690899,0.5075751,0.06955975,-0.3144685,44,0,27,0,0,0,
1100,59,9/20/2014 8:23:06 AM,Light,4609.709,20.86589,20.49394,0.3719546,1.753676,3598.81,0.04129032,0.345636,0.3043457,1.491704,0.7807021,0.5643668,0.5051721,-0.2667948,-0.5812633,509,232,494,154,0,0,
1100,60,9/20/2014 8:40:06 AM,Light,4910.678,20.86589,20.46134,0.4045583,1.788249,4140.359,0.04101754,0.3936841,0.3526666,1.519813,0.8431339,0.6108952,0.5015385,0.1956228,-0.3856405,2594,1635,2337,1306,0,0,
1100,61,9/20/2014 8:57:06 AM,Light,4495.311,20.86589,20.49476,0.3711313,1.822394,3829.684,0.04079434,0.3670747,0.3262804,1.548746,0.8519287,0.5604712,0.5014182,-0.1365865,-0.522227,3012,2048,1991,1199,0,0,
1100,62,9/20/2014 9:14:06 AM,Light,4632.567,20.86589,20.47972,0.3861727,1.855539,4069.453,0.04047196,0.3885507,0.3480787,1.577432,0.8784446,0.5814629,0.4994365,0,-0.522227,4214,2881,2729,1689,0,0,
1100,63,9/20/2014 9:31:06 AM,Light,4285.843,20.86589,20.51256,0.3533326,1.887915,3641.057,0.04029837,0.3502238,0.3099255,1.605421,0.8495545,0.5340337,0.5018784,-0.265152,-0.787379,2074,1056,1361,707,0,0,
1100,64,9/20/2014 9:48:06 AM,Light,3521.357,20.86589,20.57791,0.2879884,1.916248,2845.337,0.04037277,0.2828078,0.242435,1.628958,0.8080228,0.4341576,0.5013919,0.09597784,-0.6914012,166,12,346,41,0,0,
1100,65,9/20/2014 10:05:06 AM,Light,3172.617,20.86589,20.60983,0.2560613,1.940547,2466.757,0.04047196,0.2492795,0.2088076,1.648239,0.7775149,0.3881043,0.5046935,-0.3405609,-1.031962,543,0,16,2,0,0,
1100,66,9/20/2014 10:22:06 AM,Light,2962.253,20.86589,20.62496,0.2409304,1.962819,2326.914,0.03998838,0.2381324,0.198144,1.665642,0.7855215,0.3631195,0.5017,0.07363379,-0.9583282,1,0,36,0,0,0,
1100,67,9/20/2014 10:39:06 AM,Light,4515.368,20.86589,20.49803,0.3678678,1.989997,3701.833,0.04029837,0.3536957,0.3133973,1.687556,0.8198298,0.5583953,0.5046116,0.1389567,-0.8193715,850,198,558,221,0,0,
1100,68,9/20/2014 10:56:06 AM,Light,4559.263,20.86589,20.49558,0.3703129,2.022947,3689.828,0.04054635,0.3526914,0.312145,1.714394,0.8093036,0.5623082,0.5049967,0.1860606,-0.6333109,2659,1518,1595,854,0,0,
1100,69,9/20/2014 11:13:06 AM,Light,3960.636,20.86589,20.54322,0.3226716,2.053871,3315.617,0.04007517,0.3197211,0.2796459,1.739824,0.8371426,0.4919593,0.5065089,-0.1341807,-0.7674916,1709,822,1098,473,0,0,
1100,70,9/20/2014 11:30:06 AM,Light,3128.882,20.86589,20.61325,0.2526411,2.079598,2486.954,0.03972799,0.2495399,0.2098119,1.760878,0.7948381,0.3844656,0.5063834,-0.3715363,-1.139028,71,0,12,1,0,0,
1100,71,9/20/2014 11:47:06 AM,Light,3033.393,20.86589,20.62087,0.2450222,2.101971,2422.678,0.03962879,0.2439229,0.2042942,1.778703,0.7986693,0.3730993,0.5066178,0.1308542,-1.008174,46,0,15,0,0,0,
1100,72,9/20/2014 12:04:06 PM,Light,3021.426,20.86589,20.62313,0.2427599,2.123955,2335.504,0.03933121,0.2363344,0.1970032,1.795978,0.7729809,0.3691766,0.5064713,-0.27948,-1.287654,22,0,155,0,0,0,
1100,73,9/20/2014 12:21:06 PM,Light,3301.018,20.86589,20.59971,0.266185,2.146916,2581.832,0.03933121,0.2574632,0.218132,1.813837,0.782132,0.4042928,0.5056542,0.1765136,-1.11114,6,0,23,1,0,0,
1100,74,9/20/2014 12:38:06 PM,Light,3323.323,20.86589,20.59977,0.2661291,2.170969,2508.479,0.03918241,0.2509163,0.2117339,1.832318,0.7548106,0.4041575,0.5061426,0.2147776,-0.8963625,10,0,170,0,0,0,
1100,75,9/20/2014 12:55:06 PM,Light,3009.545,20.86589,20.62469,0.2412015,2.193958,2391.074,0.03913281,0.2393723,0.2002395,1.850106,0.7944968,0.3697696,0.5101343,0.2310333,-0.6653292,54,0,48,0,0,0,
1100,76,9/20/2014 1:12:06 PM,Light,3223.99,20.86589,20.60952,0.2563784,2.216595,2473.448,0.0394304,0.2461921,0.2067617,1.86777,0.7672009,0.3933387,0.511072,-0.02424622,-0.6895754,304,0,18,1,0,0,
1100,77,9/20/2014 1:29:06 PM,Light,2891.529,20.86589,20.63425,0.2316474,2.238794,2279.166,0.03918241,0.2302339,0.1910515,1.885023,0.7882216,0.3546965,0.5096459,-0.4012554,-1.090831,272,0,83,1,0,0,
1100,78,9/20/2014 1:46:06 PM,Light,3952.714,20.86589,20.54902,0.3168784,2.263664,3231.914,0.03893442,0.3083012,0.2693667,1.90505,0.8176442,0.4885417,0.5125673,-0.2081759,-1.299007,373,46,131,3,0,0,
1100,79,9/20/2014 2:03:06 PM,Light,4704.748,20.86589,20.48816,0.3777316,2.295112,3843.046,0.03837644,0.3592135,0.3208371,1.93075,0.8168443,0.5813715,0.5117122,0.1191254,-1.179881,2282,1296,1236,613,0,0,
1100,80,9/20/2014 2:20:06 PM,Light,3011.207,20.86589,20.62339,0.2425049,2.323098,2396.465,0.03825245,0.2398559,0.2016035,1.953379,0.7958488,0.3701023,0.5078238,0.7627462,-0.4171351,322,31,147,4,0,0,
1100,81,9/20/2014 2:37:06 PM,Light,2897.699,20.86589,20.63302,0.2328724,2.34455,2294.841,0.03819045,0.2310027,0.1928122,1.970411,0.7919526,0.3557948,0.5084625,-0.1790214,-0.5961565,27,0,12,2,0,0,
1100,82,9/20/2014 2:54:06 PM,Light,3005.701,20.86589,20.62348,0.2424154,2.365987,2328.082,0.03828965,0.2353425,0.1970528,1.987197,0.7745555,0.3674046,0.5047326,-0.1908569,-0.7870135,102,4,16,1,0,0,
1100,83,9/20/2014 3:11:06 PM,Light,3174.843,20.86589,20.60745,0.2584417,2.388431,2490.847,0.03814085,0.2504699,0.212329,2.004697,0.7845575,0.3890826,0.5011647,0.1646271,-0.6223864,58,11,22,3,0,0,
1100,84,9/20/2014 3:28:06 PM,Light,3004.577,20.86589,20.62309,0.2428034,2.410865,2317.081,0.03848804,0.2351441,0.196656,2.022151,0.7711837,0.3669474,0.5033625,-0.09525049,-0.7176369,32,9,23,2,0,0,
1100,85,9/20/2014 3:45:06 PM,Light,2720.609,20.86589,20.64379,0.2221094,2.431648,2156.302,0.03812845,0.2221494,0.184021,2.038391,0.7925806,0.3341047,0.500591,0.05895483,-0.658682,22,2,13,0,0,0,
1100,86,9/20/2014 4:02:06 PM,Light,2903.131,20.86589,20.63178,0.2341124,2.45207,2169.725,0.03781847,0.2225462,0.1847277,2.054099,0.747374,0.3523752,0.5017939,-0.003809571,-0.6624916,6,2,3,1,0,0,
1100,87,9/20/2014 4:19:06 PM,Light,4659.537,20.86589,20.4858,0.3800984,2.479561,3794.219,0.03763247,0.3596475,0.322015,2.075782,0.8142909,0.5754091,0.5033625,0.290629,-0.3718626,1151,278,506,122,0,0,
1100,88,9/20/2014 4:36:06 PM,Light,4444.25,20.86589,20.49887,0.3670221,2.512612,3745.183,0.03769447,0.3575024,0.3198079,2.103156,0.8427032,0.5528103,0.5002784,0.1252899,-0.2465727,2506,1519,1755,983,0,0,
1100,89,9/20/2014 4:53:06 PM,Light,3087.057,20.86589,20.61246,0.2534395,2.539934,2518.678,0.03828965,0.2533466,0.2150569,2.125878,0.8158833,0.3813778,0.5003272,-0.111974,-0.3585467,33,2,0,0,0,0,
1100,90,9/20/2014 5:10:06 PM,Light,3093.071,20.86589,20.61399,0.2519036,2.562373,2502.446,0.03862444,0.2509038,0.2122794,2.144109,0.8090491,0.3814533,0.5036093,-0.02561432,-0.3841611,61,5,7,1,0,0,
1100,91,9/20/2014 5:27:06 PM,Light,4535.81,20.86589,20.49636,0.3695356,2.590099,3637.729,0.03831445,0.3474836,0.3091691,2.166424,0.8020021,0.5583699,0.502658,0.3371532,-0.04700786,810,274,251,52,0,0,
1100,92,9/20/2014 5:44:06 PM,Light,4300.209,20.86589,20.51505,0.350844,2.622178,3529.319,0.03800446,0.3371672,0.2991627,2.192445,0.8207319,0.5319101,0.5039841,0.3072154,0.2602075,2110,1140,1603,745,0,0,
1100,93,9/20/2014 6:01:06 PM,Light,4134.836,20.86589,20.52548,0.340413,2.652802,3474.087,0.03814086,0.3340425,0.2959016,2.217872,0.8401994,0.5139962,0.5015591,-0.01754761,0.2426599,392,67,333,100,0,0,
1100,94,9/20/2014 6:18:06 PM,Light,4941.545,20.86589,20.4573,0.4085904,2.685771,4341.5,0.03862444,0.4069516,0.3683271,2.246265,0.8785713,0.6202645,0.5035315,0.274109,0.5167689,2463,1434,1466,855,0,0,
1100,95,9/20/2014 6:35:06 PM,Light,4709.414,20.86589,20.47111,0.3947828,2.720809,4188.089,0.03893442,0.3983339,0.3593995,2.277233,0.8893015,0.592723,0.4978022,0.4377898,0.9545587,1017,325,642,179,0,0,
1100,96,9/20/2014 6:52:06 PM,Light,5207.295,20.86589,20.43113,0.4347654,2.756825,4661.622,0.03893442,0.4368591,0.3979247,2.309374,0.8952097,0.6563574,0.5004414,0.2638193,1.218378,2245,1283,1425,767,0,0,
1100,97,9/20/2014 7:09:06 PM,Dark,5164.492,20.86589,20.43394,0.4319497,2.794483,4751.645,0.03888483,0.4430589,0.4041741,2.343554,0.9200604,0.6550147,0.5022125,-0.07514441,1.143234,3346,2279,2268,1344,0,0,
1100,98,9/20/2014 7:26:06 PM,Dark,5378.72,20.86589,20.42284,0.4430497,2.832768,4640.116,0.03893442,0.432445,0.3935106,2.377653,0.8626804,0.6724399,0.5037287,0.312317,1.455551,3170,2118,1821,1126,0,0,
1100,99,9/20/2014 7:43:06 PM,Dark,5304.316,20.86589,20.42147,0.444424,2.871556,4723.993,0.03918241,0.4442492,0.4050668,2.411655,0.8905941,0.6678134,0.4981967,0.236969,1.69252,3750,2714,2385,1508,0,0,
1100,100,9/20/2014 8:00:06 PM,Dark,5319.799,20.86589,20.42697,0.4389281,2.910132,4523.715,0.03913281,0.4244349,0.3853021,2.445229,0.8503546,0.6630032,0.501558,0.3482056,2.040725,2253,1360,1525,904,0,0,
1100,101,9/20/2014 8:17:06 PM,Dark,3944.204,20.86589,20.54374,0.322153,2.943744,3330.449,0.03928161,0.3204527,0.2811711,2.473725,0.8443908,0.4908209,0.5060122,0.2654977,2.306223,669,197,471,150,0,0,
1100,102,9/20/2014 8:34:06 PM,Dark,4605.503,20.86589,20.47867,0.3872261,2.974799,4105.438,0.0394924,0.3926921,0.3531998,2.500738,0.8914202,0.579953,0.4965436,-0.0658772,2.240346,1605,626,845,437,0,0,
1100,103,9/20/2014 8:51:06 PM,Dark,5592.223,20.86589,20.39431,0.4715853,3.011844,5101.181,0.03977759,0.4780007,0.4382231,2.534184,0.912192,0.7078746,0.4972668,0.5018871,2.742233,2727,1870,2098,1335,0,0,
1100,104,9/20/2014 9:08:06 PM,Dark,5491.657,20.86589,20.41168,0.4542132,3.052087,4616.045,0.04011237,0.4350736,0.3949612,2.569458,0.8405559,0.6827227,0.4992821,0.3051505,3.047383,3257,2139,2071,1258,0,0,
1100,105,9/20/2014 9:25:06 PM,Dark,5122.646,20.86589,20.44648,0.4194156,3.09062,4434.721,0.04062075,0.4142053,0.3735845,2.602318,0.8657092,0.6409158,0.50711,0,3.047383,1913,795,1107,487,0,0,
1100,106,9/20/2014 9:42:06 PM,Dark,4421.627,20.86589,20.49285,0.3730416,3.125262,4020.522,0.04085634,0.3866164,0.34576,2.633011,0.9092856,0.5592924,0.4967326,0.03257251,3.079956,1729,828,1385,639,0,0,
1100,107,9/20/2014 9:59:06 PM,Dark,4271.402,20.86589,20.50795,0.3579443,3.156823,3843.208,0.04129033,0.370249,0.3289587,2.66156,0.8997532,0.5390047,0.4990796,0.03269958,3.112655,1631,1053,1138,624,0,0,
1100,108,9/20/2014 10:16:06 PM,Dark,3220.145,20.86589,20.59992,0.2659699,3.184005,2900.421,0.04098034,0.2856225,0.2446421,2.686029,0.9007115,0.4064449,0.5064619,-0.3088787,2.803777,90,15,65,11,0,0,
1100,109,9/20/2014 10:33:06 PM,Dark,3217.406,20.86589,20.59633,0.2695592,3.207379,2970.75,0.04146392,0.2944137,0.2529498,2.707348,0.9233371,0.4083978,0.5017,-0.07072949,2.733047,469,112,278,92,0,0,
1100,110,9/20/2014 10:50:06 PM,Dark,2977.793,20.86589,20.61393,0.2519645,3.229869,2734.561,0.04153831,0.2769428,0.2354045,2.728059,0.9183178,0.3775109,0.4962337,0,2.733047,77,5,141,3,0,0,
1100,111,9/20/2014 11:07:06 PM,Dark,4685.905,20.86589,20.47237,0.3935217,3.257726,4401.708,0.04141432,0.4158172,0.3744029,2.754,0.9393507,0.5971696,0.5022166,0.3336537,3.066701,1586,885,1201,564,0,0,
1100,112,9/20/2014 11:24:06 PM,Dark,5046.801,20.86589,20.44893,0.4169655,3.293071,4667.179,0.04122833,0.4329905,0.3917622,2.786933,0.9247795,0.64084,0.5089133,1.051051,4.117752,1813,1118,1322,761,0,0,
